time,resultDescription
2025-06-04T09:56:49.9407909Z,"2025-06-04 09:56:49,923 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-04T10:13:02.8425007Z,"2025-06-04 10:13:02,840 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-04T10:13:42.9620483Z,"2025-06-04 10:13:42,959 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-04T11:05:16.7118333Z,"2025-06-04 11:05:16,667 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-04T11:43:04.6012703Z,"2025-06-04 11:43:04,559 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-04T12:17:29.1856222Z,"2025-06-04 12:17:29,140 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T13:04:08.8690353Z,"2025-06-04 13:04:08,839 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-04T13:04:57.2218878Z,"2025-06-04 13:04:57,215 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-04T13:50:17.8989911Z,"2025-06-04 13:50:17,855 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T13:53:56.0777879Z,"2025-06-04 13:53:56,077 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T13:55:57.3641509Z,"2025-06-04 13:55:57,363 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T13:56:11.1077231Z,"2025-06-04 13:56:11,107 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-04T13:56:41.7951753Z,"2025-06-04 13:56:41,794 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T13:56:57.5074731Z,"2025-06-04 13:56:57,507 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T13:57:08.6164155Z,"2025-06-04 13:57:08,616 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T13:57:32.1167618Z,"2025-06-04 13:57:32,116 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T14:00:17.1144834Z,"2025-06-04 14:00:17,114 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-04T14:02:52.5511998Z,"2025-06-04 14:02:51,786 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T14:18:24.2703543Z,"2025-06-04 14:18:24,269 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-04T14:23:34.2621238Z,"2025-06-04 14:23:34,261 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T14:24:25.2399741Z,"2025-06-04 14:24:25,235 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T14:30:11.386972Z,"2025-06-04 14:30:11,386 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T14:30:47.4367725Z,"2025-06-04 14:30:47,436 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T14:32:05.1220595Z,"2025-06-04 14:32:05,121 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-04T14:35:46.583714Z,"2025-06-04 14:35:46,579 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T15:22:58.9837264Z,"2025-06-04 15:22:58,944 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-04T15:23:50.9008224Z,"2025-06-04 15:23:50,226 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T06:02:00.2252566Z,"2025-06-05 06:02:00,093 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T06:02:30.8647323Z,"2025-06-05 06:02:30,864 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T06:33:37.1459797Z,"2025-06-05 06:33:37,127 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T06:34:14.2687431Z,"2025-06-05 06:34:14,268 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T06:35:21.5448618Z,"2025-06-05 06:35:21,539 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T06:45:23.4963255Z,"2025-06-05 06:45:23,495 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T06:47:10.1651043Z,"2025-06-05 06:47:10,157 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T06:47:40.1086889Z,"2025-06-05 06:47:40,105 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T06:48:00.9075761Z,"2025-06-05 06:48:00,906 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T06:52:54.7569259Z,"2025-06-05 06:52:54,756 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T06:57:46.8157354Z,"2025-06-05 06:57:46,815 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T07:00:54.743474Z,"2025-06-05 07:00:54,735 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T07:00:58.3644196Z,"2025-06-05 07:00:58,361 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T07:25:52.7076051Z,"2025-06-05 07:25:52,667 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T07:32:37.0639868Z,"2025-06-05 07:32:37,060 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T07:33:07.5164415Z,"2025-06-05 07:33:07,505 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T07:58:01.9803689Z,"2025-06-05 07:58:01,910 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T07:59:27.992993Z,"2025-06-05 07:59:27,989 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T08:13:01.8799865Z,"2025-06-05 08:13:01,873 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T08:48:30.5939902Z,"2025-06-05 08:48:30,581 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T11:03:52.7350974Z,"2025-06-05 11:03:52,688 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-05T11:27:47.5225106Z,"2025-06-05 11:27:47,477 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T11:28:52.1015893Z,"2025-06-05 11:28:52,101 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T12:37:16.6977171Z,"2025-06-05 12:37:16,491 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T13:26:43.0523199Z,"2025-06-05 13:26:43,049 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T13:52:05.2780485Z,"2025-06-05 13:52:05,254 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T14:09:33.488974Z,"2025-06-05 14:09:33,488 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T14:10:58.906343Z,"2025-06-05 14:10:58,899 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T14:11:34.4325014Z,"2025-06-05 14:11:34,419 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T14:19:18.8555263Z,"2025-06-05 14:19:18,855 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T14:21:49.8064258Z,"2025-06-05 14:21:49,804 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T14:44:47.0920676Z,"2025-06-05 14:44:47,072 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T14:51:16.3534391Z,"2025-06-05 14:51:16,347 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T15:03:40.0552803Z,"2025-06-05 15:03:40,050 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T15:14:41.1334064Z,"2025-06-05 15:14:41,092 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T15:17:13.3023132Z,"2025-06-05 15:17:13,299 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T15:17:41.9071166Z,"2025-06-05 15:17:41,906 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-05T16:11:27.3948632Z,"2025-06-05 16:11:27,367 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T16:31:10.0498713Z,"2025-06-05 16:31:10,049 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-05T16:32:06.9175562Z,"2025-06-05 16:32:05,723 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-06T05:49:52.4775664Z,"2025-06-06 05:49:52,453 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-06T05:59:27.6316373Z,"2025-06-06 05:59:27,589 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T06:00:34.2493146Z,"2025-06-06 06:00:34,245 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T06:02:51.2853642Z,"2025-06-06 06:02:51,283 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T06:03:30.1796215Z,"2025-06-06 06:03:30,179 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T06:44:54.4312922Z,"2025-06-06 06:44:54,395 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T06:48:04.8656101Z,"2025-06-06 06:48:04,853 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T06:48:52.7775186Z,"2025-06-06 06:48:52,777 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-06T06:50:05.18976Z,"2025-06-06 06:50:05,188 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T06:50:59.2575656Z,"2025-06-06 06:50:59,257 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T06:51:40.9581361Z,"2025-06-06 06:51:40,953 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T06:52:11.3005463Z,"2025-06-06 06:52:11,292 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T06:52:31.1294378Z,"2025-06-06 06:52:31,129 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T06:57:45.5627028Z,"2025-06-06 06:57:45,562 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T07:03:59.8728843Z,"2025-06-06 07:03:59,872 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T07:08:14.4383449Z,"2025-06-06 07:08:14,438 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T07:59:01.2310732Z,"2025-06-06 07:59:01,143 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-06T08:15:09.0767355Z,"2025-06-06 08:15:09,059 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T08:16:48.6272276Z,"2025-06-06 08:16:48,609 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T08:44:04.9397695Z,"2025-06-06 08:44:04,869 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T08:47:05.9631781Z,"2025-06-06 08:47:05,962 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T09:04:18.6922816Z,"2025-06-06 09:04:18,688 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-06-06T09:43:24.361555Z,"2025-06-06 09:43:24,347 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-06T09:44:00.9403086Z,"2025-06-06 09:44:00,939 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-06T09:44:42.9456292Z,"2025-06-06 09:44:42,945 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-06T09:45:35.7158113Z,"2025-06-06 09:45:35,715 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-06T09:46:20.0214884Z,"2025-06-06 09:46:20,018 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-06T09:55:07.1685247Z,"2025-06-06 09:55:07,168 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:20:01.1047786Z,"2025-06-06 10:20:01,052 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-06T10:20:21.5267296Z,"2025-06-06 10:20:21,520 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:21:55.2134617Z,"2025-06-06 10:21:55,213 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:22:32.9637466Z,"2025-06-06 10:22:32,959 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:33:11.2566292Z,"2025-06-06 10:33:11,249 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:34:53.8285107Z,"2025-06-06 10:34:53,826 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:35:46.5654793Z,"2025-06-06 10:35:46,565 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:37:31.4531662Z,"2025-06-06 10:37:31,450 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:38:28.7570768Z,"2025-06-06 10:38:28,756 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:41:13.1449777Z,"2025-06-06 10:41:13,142 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-06T10:43:55.4426713Z,"2025-06-06 10:43:55,442 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-06T10:45:49.974405Z,"2025-06-06 10:45:49,968 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-06T10:50:05.5487808Z,"2025-06-06 10:50:05,548 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:50:26.0054707Z,"2025-06-06 10:50:26,002 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:50:41.1883526Z,"2025-06-06 10:50:41,188 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:50:55.217225Z,"2025-06-06 10:50:55,216 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:51:12.8195543Z,"2025-06-06 10:51:12,819 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:51:19.1666537Z,"2025-06-06 10:51:19,155 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:51:36.197933Z,"2025-06-06 10:51:36,197 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:52:27.5955047Z,"2025-06-06 10:52:27,595 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:52:48.111566Z,"2025-06-06 10:52:48,111 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:54:10.1252335Z,"2025-06-06 10:54:10,125 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:55:09.6459777Z,"2025-06-06 10:55:09,625 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:58:38.1356295Z,"2025-06-06 10:58:38,125 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:58:57.2346272Z,"2025-06-06 10:58:57,234 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T10:59:09.3218848Z,"2025-06-06 10:59:09,321 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T11:12:13.9592563Z,"2025-06-06 11:12:13,958 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T11:32:23.947744Z,"2025-06-06 11:32:23,915 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T12:53:31.0364596Z,"2025-06-06 12:53:30,986 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-06T12:55:08.5530784Z,"2025-06-06 12:55:08,546 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-08T09:17:20.9096918Z,"2025-06-08 09:17:20,881 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-09T09:50:36.7722285Z,"2025-06-09 09:50:36,430 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-09T09:51:44.7795571Z,"2025-06-09 09:51:44,776 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-09T20:08:50.3014207Z,"2025-06-09 20:08:50,223 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T05:54:25.1189316Z,"2025-06-10 05:54:25,112 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T06:02:05.6437742Z,"2025-06-10 06:02:05,643 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T06:03:01.3338578Z,"2025-06-10 06:03:01,332 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T06:27:18.7380793Z,"2025-06-10 06:27:18,735 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T07:07:01.20853Z,"2025-06-10 07:07:01,180 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T07:45:09.3924484Z,"2025-06-10 07:45:09,344 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T07:46:05.2347937Z,"2025-06-10 07:46:05,231 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T08:19:11.4442123Z,"2025-06-10 08:19:11,359 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T08:20:43.1550349Z,"2025-06-10 08:20:43,154 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T08:25:02.7362989Z,"2025-06-10 08:25:02,726 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T08:26:33.13817Z,"2025-06-10 08:26:33,137 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T08:29:43.1951763Z,"2025-06-10 08:29:43,174 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T08:30:30.1316405Z,"2025-06-10 08:30:30,131 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T08:30:52.0977948Z,"2025-06-10 08:30:52,096 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T08:31:27.3428805Z,"2025-06-10 08:31:27,342 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T08:35:07.1534369Z,"2025-06-10 08:35:07,150 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T08:50:51.5074305Z,"2025-06-10 08:50:51,489 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T09:27:25.2818101Z,"2025-06-10 09:27:25,257 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T09:55:54.9349975Z,"2025-06-10 09:55:53,083 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T10:21:32.1326218Z,"2025-06-10 10:21:32,109 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T10:50:57.595635Z,"2025-06-10 10:50:57,556 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
