time,resultDescription
2025-06-10T10:56:31.1418791Z,"2025-06-10 10:56:31,134 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T11:00:12.3196223Z,"2025-06-10 11:00:12,319 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T11:01:21.6368318Z,"2025-06-10 11:01:21,636 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T11:07:36.0047565Z,"2025-06-10 11:07:36,004 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T11:09:23.3768087Z,"2025-06-10 11:09:23,376 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T11:09:29.6522844Z,"2025-06-10 11:09:29,646 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T11:10:37.7791881Z,"2025-06-10 11:10:37,775 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T11:48:46.4962909Z,"2025-06-10 11:48:46,399 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T11:49:42.0548753Z,"2025-06-10 11:49:42,042 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T11:53:32.6022901Z,"2025-06-10 11:53:32,601 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T11:57:20.9669327Z,"2025-06-10 11:57:20,947 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T12:16:31.8245286Z,"2025-06-10 12:16:31,791 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T12:16:58.2375807Z,"2025-06-10 12:16:58,231 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T12:24:58.1048193Z,"2025-06-10 12:24:58,104 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T12:33:19.7310688Z,"2025-06-10 12:33:19,725 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T12:49:43.4553104Z,"2025-06-10 12:49:43,455 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T13:11:32.5468811Z,"2025-06-10 13:11:32,534 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T13:12:24.6074722Z,"2025-06-10 13:12:24,604 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T13:13:42.7034546Z,"2025-06-10 13:13:42,701 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T13:14:44.9508354Z,"2025-06-10 13:14:44,950 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T13:15:22.4258958Z,"2025-06-10 13:15:22,425 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T13:15:45.84292Z,"2025-06-10 13:15:44,881 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T13:16:21.9884752Z,"2025-06-10 13:16:21,988 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T13:16:59.6495052Z,"2025-06-10 13:16:59,647 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T13:18:50.6784925Z,"2025-06-10 13:18:50,678 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T13:41:57.3363339Z,"2025-06-10 13:41:55,748 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T14:01:12.6113123Z,"2025-06-10 14:01:12,586 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T14:02:14.5349751Z,"2025-06-10 14:02:14,534 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T14:05:42.3823449Z,"2025-06-10 14:05:42,380 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T14:06:20.8646207Z,"2025-06-10 14:06:20,824 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T14:08:22.3380141Z,"2025-06-10 14:08:22,337 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-10T14:09:19.1742782Z,"2025-06-10 14:09:19,173 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T14:42:04.9844539Z,"2025-06-10 14:42:04,960 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T14:42:27.3369583Z,"2025-06-10 14:42:27,335 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-06-10T14:43:00.6652299Z,"2025-06-10 14:43:00,662 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-06-10T14:56:02.8195777Z,"2025-06-10 14:56:02,809 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T15:06:11.5411249Z,"2025-06-10 15:06:11,533 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T15:21:04.8362495Z,"2025-06-10 15:21:04,828 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T15:21:22.3248772Z,"2025-06-10 15:21:22,324 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T15:23:04.5882325Z,"2025-06-10 15:23:04,578 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T15:23:32.2665813Z,"2025-06-10 15:23:32,263 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T15:24:04.0701319Z,"2025-06-10 15:24:04,066 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T15:36:43.623752Z,"2025-06-10 15:36:43,610 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T15:37:04.3864638Z,"2025-06-10 15:37:04,385 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T15:37:27.5747752Z,"2025-06-10 15:37:27,571 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T15:44:08.0041402Z,"2025-06-10 15:44:07,973 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T15:45:04.3380713Z,"2025-06-10 15:45:04,335 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T15:48:00.4742117Z,"2025-06-10 15:48:00,471 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-10T15:54:26.7719947Z,"2025-06-10 15:54:26,771 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T15:55:02.9643626Z,"2025-06-10 15:55:02,964 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T16:06:44.8405911Z,"2025-06-10 16:06:44,832 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T16:06:54.1778921Z,"2025-06-10 16:06:54,167 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T16:07:22.5900099Z,"2025-06-10 16:07:22,583 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T16:08:10.1870856Z,"2025-06-10 16:08:10,186 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-10T16:21:16.7762566Z,"2025-06-10 16:21:16,745 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T05:26:22.6218772Z,"2025-06-11 05:26:22,610 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T06:06:22.4737444Z,"2025-06-11 06:06:20,463 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-11T06:20:28.5645652Z,"2025-06-11 06:20:28,559 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T06:23:10.6786835Z,"2025-06-11 06:23:10,678 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-11T06:24:22.2941296Z,"2025-06-11 06:24:22,293 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-11T06:24:59.0016347Z,"2025-06-11 06:24:58,990 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-11T06:28:38.4293224Z,"2025-06-11 06:28:38,425 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T06:29:48.0428871Z,"2025-06-11 06:29:48,042 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-11T06:32:53.970807Z,"2025-06-11 06:32:53,968 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T06:50:06.0597499Z,"2025-06-11 06:50:06,049 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T06:51:40.7883932Z,"2025-06-11 06:51:40,787 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T06:54:02.7867019Z,"2025-06-11 06:54:02,786 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T06:57:58.8913123Z,"2025-06-11 06:57:58,887 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T07:05:19.1270249Z,"2025-06-11 07:05:19,120 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T07:05:56.3671967Z,"2025-06-11 07:05:56,360 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T07:06:43.8806065Z,"2025-06-11 07:06:43,875 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T07:07:40.3472445Z,"2025-06-11 07:07:40,339 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T07:16:17.3807018Z,"2025-06-11 07:16:17,380 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T07:24:40.0025199Z,"2025-06-11 07:24:39,953 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T07:36:21.7748835Z,"2025-06-11 07:36:21,767 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T07:57:52.6639216Z,"2025-06-11 07:57:52,663 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-11T07:59:21.6578441Z,"2025-06-11 07:59:21,657 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T08:04:50.4291217Z,"2025-06-11 08:04:50,423 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T10:05:47.5673377Z,"2025-06-11 10:05:47,556 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T11:20:00.1840529Z,"2025-06-11 11:20:00,173 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T11:23:26.5406972Z,"2025-06-11 11:23:26,513 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T11:58:06.9907799Z,"2025-06-11 11:58:06,966 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T12:00:59.0513927Z,"2025-06-11 12:00:59,051 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T12:04:30.6477239Z,"2025-06-11 12:04:30,638 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T12:04:33.0626519Z,"2025-06-11 12:04:33,061 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T12:08:35.4247227Z,"2025-06-11 12:08:35,424 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T12:17:35.0666027Z,"2025-06-11 12:17:35,066 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T12:46:21.4278369Z,"2025-06-11 12:46:21,356 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T13:32:19.0066988Z,"2025-06-11 13:32:19,004 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T13:34:08.5217804Z,"2025-06-11 13:34:08,521 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T13:34:18.6884624Z,"2025-06-11 13:34:18,687 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T13:35:53.8147377Z,"2025-06-11 13:35:53,814 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-06-11T13:36:40.1888842Z,"2025-06-11 13:36:40,185 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T13:37:11.7243644Z,"2025-06-11 13:37:11,706 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T14:17:06.2763351Z,"2025-06-11 14:17:06,239 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-11T14:17:56.257659Z,"2025-06-11 14:17:56,257 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-11T15:12:42.1704837Z,"2025-06-11 15:12:42,170 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T15:13:05.5678342Z,"2025-06-11 15:13:05,564 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-11T15:25:26.1119718Z,"2025-06-11 15:25:26,111 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-11T16:04:14.3202453Z,"2025-06-11 16:04:14,303 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T16:05:07.383713Z,"2025-06-11 16:05:07,383 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T16:05:51.449847Z,"2025-06-11 16:05:51,449 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-11T16:06:45.9250234Z,"2025-06-11 16:06:45,924 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-12T05:54:01.9138098Z,"2025-06-12 05:54:01,913 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-12T06:24:24.9789748Z,"2025-06-12 06:24:24,978 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-12T06:24:54.735258Z,"2025-06-12 06:24:54,734 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-12T08:34:42.3912796Z,"2025-06-12 08:34:40,361 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-12T10:13:18.6713654Z,"2025-06-12 10:13:18,651 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-12T10:13:59.4284582Z,"2025-06-12 10:13:59,427 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-12T11:52:57.9026427Z,"2025-06-12 11:52:57,857 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-12T12:25:38.6592391Z,"2025-06-12 12:25:38,659 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-12T12:38:49.7346594Z,"2025-06-12 12:38:49,734 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-12T12:39:13.5994801Z,"2025-06-12 12:39:13,591 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-06-12T12:53:03.8674453Z,"2025-06-12 12:53:03,861 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-12T13:07:35.7212772Z,"2025-06-12 13:07:35,707 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-12T14:20:47.7150851Z,"2025-06-12 14:20:47,671 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-12T14:21:09.7137814Z,"2025-06-12 14:21:09,707 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-06-12T14:21:45.2078291Z,"2025-06-12 14:21:45,207 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: default | Search Mode: internet"
2025-06-12T14:35:33.0676039Z,"2025-06-12 14:35:33,059 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-12T16:24:45.1122926Z,"2025-06-12 16:24:45,087 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-12T16:25:15.6007599Z,"2025-06-12 16:25:15,600 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-12T16:26:18.1827574Z,"2025-06-12 16:26:18,182 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T05:30:11.071611Z,"2025-06-13 05:30:11,042 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T05:31:04.134872Z,"2025-06-13 05:31:04,134 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T05:31:22.0533171Z,"2025-06-13 05:31:22,053 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T05:31:55.7598601Z,"2025-06-13 05:31:55,749 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T05:37:23.0859328Z,"2025-06-13 05:37:23,078 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-13T05:39:36.1090382Z,"2025-06-13 05:39:36,108 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-13T05:55:56.161391Z,"2025-06-13 05:55:54,621 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T05:57:03.9280921Z,"2025-06-13 05:57:03,927 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T05:58:12.1381939Z,"2025-06-13 05:58:12,136 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T05:58:52.3220041Z,"2025-06-13 05:58:52,321 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-13T05:59:18.4618831Z,"2025-06-13 05:59:17,240 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-13T06:00:29.2191221Z,"2025-06-13 06:00:29,215 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-13T06:08:01.805208Z,"2025-06-13 06:08:01,728 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T06:09:15.0902453Z,"2025-06-13 06:09:15,087 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T06:14:49.8296439Z,"2025-06-13 06:14:49,829 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-13T06:21:17.0157959Z,"2025-06-13 06:21:17,015 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-13T06:21:54.1135788Z,"2025-06-13 06:21:54,113 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T06:22:53.0831242Z,"2025-06-13 06:22:53,083 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T07:09:12.7375889Z,"2025-06-13 07:09:12,692 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-13T07:22:42.7574077Z,"2025-06-13 07:22:42,729 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-13T07:24:18.5934439Z,"2025-06-13 07:24:18,593 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-13T07:25:15.0852056Z,"2025-06-13 07:25:15,085 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-13T08:10:31.4037657Z,"2025-06-13 08:10:31,328 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-06-13T08:22:44.2585938Z,"2025-06-13 08:22:44,136 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-13T08:23:23.0755913Z,"2025-06-13 08:23:23,075 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-13T08:25:12.8652014Z,"2025-06-13 08:25:12,847 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-06-13T08:25:57.3394425Z,"2025-06-13 08:25:57,339 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-06-13T08:27:46.6651402Z,"2025-06-13 08:27:46,662 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
