"TimeGenerated [UTC]",ResultDescription
"11/17/2025, 1:18:37.327 PM","2025-11-17 13:18:37,327 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/17/2025, 1:37:55.015 PM","2025-11-17 13:37:55,015 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/18/2025, 3:20:57.028 PM","2025-11-18 15:20:57,028 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 3:23:53.116 PM","2025-11-18 15:23:53,115 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 3:25:25.901 PM","2025-11-18 15:25:25,901 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 3:28:03.487 PM","2025-11-18 15:28:03,487 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 3:31:35.010 PM","2025-11-18 15:31:35,010 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 3:35:04.456 PM","2025-11-18 15:35:04,456 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 4:08:38.412 PM","2025-11-18 16:08:38,412 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 5:02:35.735 PM","2025-11-18 17:02:35,735 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 6:02:02.515 PM","2025-11-18 18:02:02,515 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 8:53:07.800 PM","2025-11-18 20:53:07,800 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 8:26:30.695 AM","2025-11-18 08:26:30,695 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 8:28:08.153 AM","2025-11-18 08:28:08,153 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 8:28:47.289 AM","2025-11-18 08:28:47,288 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 8:37:29.830 AM","2025-11-18 08:37:29,829 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 8:38:14.339 AM","2025-11-18 08:38:14,339 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"11/18/2025, 8:42:11.189 AM","2025-11-18 08:42:11,189 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 10:03:32.362 AM","2025-11-18 10:03:32,361 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 11:46:02.269 AM","2025-11-18 11:46:02,269 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 11:52:47.088 AM","2025-11-18 11:52:47,087 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 12:06:58.553 PM","2025-11-18 12:06:58,549 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 12:09:47.064 PM","2025-11-18 12:09:47,064 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 12:27:22.581 PM","2025-11-18 12:27:22,580 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 12:41:37.938 PM","2025-11-18 12:41:37,938 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"11/18/2025, 8:45:30.971 AM","2025-11-18 08:45:30,971 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 8:51:21.658 AM","2025-11-18 08:51:21,658 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 8:52:21.475 AM","2025-11-18 08:52:21,474 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 8:53:10.102 AM","2025-11-18 08:53:10,102 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 8:54:25.719 AM","2025-11-18 08:54:25,719 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 8:54:26.199 AM","2025-11-18 08:54:26,199 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 8:56:21.479 AM","2025-11-18 08:56:21,478 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 8:56:26.832 AM","2025-11-18 08:56:26,832 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:00:05.635 AM","2025-11-18 09:00:05,635 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:02:57.508 AM","2025-11-18 09:02:57,508 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:04:31.123 AM","2025-11-18 09:04:31,123 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:06:12.471 AM","2025-11-18 09:06:12,471 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:08:12.383 AM","2025-11-18 09:08:12,382 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:11:57.195 AM","2025-11-18 09:11:57,195 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:13:27.169 AM","2025-11-18 09:13:27,168 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:21:21.182 AM","2025-11-18 09:21:21,182 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:24:42.439 AM","2025-11-18 09:24:42,439 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:24:46.489 AM","2025-11-18 09:24:46,489 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:25:48.319 AM","2025-11-18 09:25:48,319 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:26:43.969 AM","2025-11-18 09:26:43,969 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:28:28.242 AM","2025-11-18 09:28:28,242 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:28:47.963 AM","2025-11-18 09:28:47,963 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:29:12.111 AM","2025-11-18 09:29:12,111 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:29:16.558 AM","2025-11-18 09:29:16,558 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:30:50.873 AM","2025-11-18 09:30:50,872 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:32:30.115 AM","2025-11-18 09:32:30,114 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:34:26.534 AM","2025-11-18 09:34:26,534 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:34:42.709 AM","2025-11-18 09:34:42,708 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:36:30.317 AM","2025-11-18 09:36:30,316 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:37:39.516 AM","2025-11-18 09:37:39,515 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:38:08.778 AM","2025-11-18 09:38:08,777 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:38:20.792 AM","2025-11-18 09:38:20,791 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:39:32.240 AM","2025-11-18 09:39:32,237 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:39:44.964 AM","2025-11-18 09:39:44,963 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:41:03.686 AM","2025-11-18 09:41:03,685 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:44:56.973 AM","2025-11-18 09:44:56,973 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:48:19.278 AM","2025-11-18 09:48:19,277 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 9:48:34.942 AM","2025-11-18 09:48:34,942 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 9:49:52.333 AM","2025-11-18 09:49:52,332 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 5:35:39.017 AM","2025-11-18 05:35:39,017 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 5:50:33.483 AM","2025-11-18 05:50:33,483 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 6:46:43.956 AM","2025-11-18 06:46:43,956 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 6:52:17.495 AM","2025-11-18 06:52:17,494 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 6:55:34.010 AM","2025-11-18 06:55:34,010 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:10:30.850 AM","2025-11-18 07:10:30,849 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:12:47.857 AM","2025-11-18 07:12:47,857 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:15:26.435 AM","2025-11-18 07:15:26,434 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"11/18/2025, 7:16:51.563 AM","2025-11-18 07:16:51,563 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:21:15.798 AM","2025-11-18 07:21:15,797 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:21:28.610 AM","2025-11-18 07:21:28,610 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:29:52.185 AM","2025-11-18 07:29:52,185 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:34:11.298 AM","2025-11-18 07:34:11,298 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:34:30.243 AM","2025-11-18 07:34:30,243 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:35:23.961 AM","2025-11-18 07:35:23,961 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:50:58.539 AM","2025-11-18 07:50:58,539 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:52:56.250 AM","2025-11-18 07:52:56,249 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:55:35.150 AM","2025-11-18 07:55:35,147 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 7:57:23.470 AM","2025-11-18 07:57:23,469 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 8:17:36.155 AM","2025-11-18 08:17:36,154 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 8:22:51.173 AM","2025-11-18 08:22:51,173 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 1:25:33.015 PM","2025-11-18 13:25:33,014 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 1:27:20.210 PM","2025-11-18 13:27:20,209 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 1:27:39.556 PM","2025-11-18 13:27:39,555 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 1:41:17.113 PM","2025-11-18 13:41:17,112 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 1:54:57.788 PM","2025-11-18 13:54:57,687 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"11/18/2025, 1:55:06.721 PM","2025-11-18 13:55:06,720 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 2:13:56.501 PM","2025-11-18 14:13:56,497 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 2:15:46.975 PM","2025-11-18 14:15:46,974 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 2:16:37.357 PM","2025-11-18 14:16:37,353 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 2:26:16.608 PM","2025-11-18 14:26:16,608 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 2:29:35.190 PM","2025-11-18 14:29:35,190 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 2:36:12.866 PM","2025-11-18 14:36:12,866 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 2:38:19.762 PM","2025-11-18 14:38:19,761 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"11/18/2025, 2:46:42.094 PM","2025-11-18 14:46:42,094 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 3:00:43.995 PM","2025-11-18 15:00:43,994 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/18/2025, 3:01:23.206 PM","2025-11-18 15:01:23,206 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 3:05:00.728 PM","2025-11-18 15:05:00,728 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 3:08:34.825 PM","2025-11-18 15:08:34,825 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 3:10:31.773 PM","2025-11-18 15:10:31,773 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 3:12:17.039 PM","2025-11-18 15:12:17,039 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 3:14:06.846 PM","2025-11-18 15:14:06,846 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/18/2025, 3:18:01.959 PM","2025-11-18 15:18:01,959 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 6:47:40.820 AM","2025-11-20 06:47:40,805 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 8:52:49.902 AM","2025-11-20 08:52:49,901 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 9:20:28.067 AM","2025-11-20 09:20:28,067 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 10:48:31.280 AM","2025-11-20 10:48:31,279 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"11/20/2025, 10:48:37.251 AM","2025-11-20 10:48:37,250 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/20/2025, 12:54:38.937 PM","2025-11-20 12:54:38,937 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/20/2025, 1:21:24.269 PM","2025-11-20 13:21:24,269 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 1:43:07.316 PM","2025-11-20 13:43:07,316 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 1:46:11.465 PM","2025-11-20 13:46:11,465 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 1:48:28.742 PM","2025-11-20 13:48:28,742 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 6:53:01.968 AM","2025-11-20 06:53:01,967 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 7:39:09.142 AM","2025-11-20 07:39:09,142 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 7:39:29.161 AM","2025-11-20 07:39:29,160 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 7:40:06.719 AM","2025-11-20 07:40:06,719 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 8:46:47.125 AM","2025-11-20 08:46:47,125 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 9:35:37.522 AM","2025-11-20 09:35:37,522 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 10:23:14.553 AM","2025-11-20 10:23:14,552 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 1:09:28.981 PM","2025-11-20 13:09:28,981 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 1:01:25.108 PM","2025-11-20 13:01:25,107 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 2:09:06.451 PM","2025-11-20 14:09:06,450 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 3:06:44.835 PM","2025-11-20 15:06:44,835 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 3:39:38.805 PM","2025-11-20 15:39:38,804 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 9:07:32.733 AM","2025-11-20 09:07:32,732 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 9:26:47.854 AM","2025-11-20 09:26:47,854 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 10:34:02.730 AM","2025-11-20 10:34:02,729 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 1:06:27.400 PM","2025-11-20 13:06:27,399 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 1:15:00.443 PM","2025-11-20 13:15:00,442 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 8:24:19.559 AM","2025-11-20 08:24:19,559 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 10:33:23.641 AM","2025-11-20 10:33:23,641 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 12:13:19.594 PM","2025-11-20 12:13:19,594 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 3:03:20.017 PM","2025-11-20 15:03:20,017 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 1:22:03.791 PM","2025-11-20 13:22:03,791 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 1:47:08.212 PM","2025-11-20 13:47:08,212 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 7:09:10.423 AM","2025-11-19 07:09:10,422 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 7:58:32.544 AM","2025-11-19 07:58:32,544 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"11/19/2025, 8:57:18.240 AM","2025-11-19 08:57:18,239 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 3:22:17.161 PM","2025-11-19 15:22:17,160 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 8:13:50.319 AM","2025-11-19 08:13:50,319 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 8:56:16.262 AM","2025-11-19 08:56:16,262 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 9:16:53.544 AM","2025-11-19 09:16:53,544 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 9:39:57.294 AM","2025-11-19 09:39:57,293 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 11:05:38.640 AM","2025-11-19 11:05:38,640 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 2:42:02.461 PM","2025-11-19 14:42:02,458 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/19/2025, 2:42:30.915 PM","2025-11-19 14:42:30,915 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
