"TimeGenerated [UTC]",ResultDescription
"11/19/2025, 2:55:36.558 PM","2025-11-19 14:55:36,558 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 2:57:19.500 PM","2025-11-19 14:57:19,499 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 2:58:48.188 PM","2025-11-19 14:58:48,188 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 7:37:54.230 AM","2025-11-19 07:37:54,229 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 7:40:13.196 AM","2025-11-19 07:40:13,196 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 7:34:16.155 AM","2025-11-19 07:34:16,155 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 3:52:34.544 PM","2025-11-19 15:52:34,541 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 8:16:57.475 AM","2025-11-19 08:16:57,474 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/20/2025, 6:06:19.883 AM","2025-11-20 06:06:19,883 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 8:07:23.800 AM","2025-11-19 08:07:23,799 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 9:18:29.007 AM","2025-11-19 09:18:29,006 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 9:20:21.552 AM","2025-11-19 09:20:21,552 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 9:26:19.972 AM","2025-11-19 09:26:19,972 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 9:22:08.573 AM","2025-11-19 09:22:08,571 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 10:13:06.906 AM","2025-11-19 10:13:06,905 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 9:59:43.259 AM","2025-11-19 09:59:43,254 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 10:44:42.620 AM","2025-11-19 10:44:42,619 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 11:04:54.895 AM","2025-11-19 11:04:54,895 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 11:11:22.003 AM","2025-11-19 11:11:22,003 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 1:23:33.920 PM","2025-11-19 13:23:33,919 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 1:39:42.953 PM","2025-11-19 13:39:42,952 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 1:41:03.123 PM","2025-11-19 13:41:03,122 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 1:41:18.334 PM","2025-11-19 13:41:18,333 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 2:41:15.231 PM","2025-11-19 14:41:15,230 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/19/2025, 3:12:42.596 PM","2025-11-19 15:12:42,595 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 2:21:28.141 PM","2025-11-19 14:21:28,141 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 3:18:54.892 PM","2025-11-19 15:18:54,892 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 4:05:01.810 PM","2025-11-19 16:05:01,809 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/19/2025, 3:23:17.910 PM","2025-11-19 15:23:17,909 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/20/2025, 6:17:03.039 AM","2025-11-20 06:17:03,022 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 6:59:54.963 AM","2025-11-21 06:59:54,962 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 7:01:46.612 AM","2025-11-21 07:01:46,612 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 7:02:35.466 AM","2025-11-21 07:02:35,466 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 7:36:44.414 AM","2025-11-21 07:36:44,414 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 7:39:23.984 AM","2025-11-21 07:39:23,983 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 11:02:51.584 AM","2025-11-21 11:02:51,582 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 11:21:10.849 AM","2025-11-21 11:21:10,849 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 11:24:24.918 AM","2025-11-21 11:24:24,917 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 12:17:41.976 PM","2025-11-21 12:17:41,975 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 12:22:58.307 PM","2025-11-21 12:22:58,299 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 12:42:49.572 PM","2025-11-21 12:42:49,572 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 12:45:24.271 PM","2025-11-21 12:45:24,264 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 12:58:16.949 PM","2025-11-21 12:58:16,949 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 4:11:14.406 PM","2025-11-21 16:11:14,406 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/21/2025, 4:17:40.146 PM","2025-11-21 16:17:40,146 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/21/2025, 4:32:44.906 PM","2025-11-21 16:32:44,906 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/21/2025, 6:48:16.185 AM","2025-11-21 06:48:16,162 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 11:01:39.861 AM","2025-11-21 11:01:39,861 - INFO - src.routes.routes - Model: gpt-5-nano | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 11:09:07.699 AM","2025-11-21 11:09:07,698 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 11:14:29.103 AM","2025-11-21 11:14:29,103 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 2:59:01.049 PM","2025-11-21 14:59:01,048 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"11/21/2025, 3:03:29.960 PM","2025-11-21 15:03:29,959 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"11/21/2025, 3:40:02.983 PM","2025-11-21 15:40:02,983 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 3:41:26.871 PM","2025-11-21 15:41:26,870 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 7:16:12.052 AM","2025-11-21 07:16:12,051 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 7:19:01.074 AM","2025-11-21 07:19:01,074 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 7:56:31.910 AM","2025-11-21 07:56:31,909 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 9:46:57.975 AM","2025-11-21 09:46:57,974 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 12:50:28.797 PM","2025-11-21 12:50:28,796 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 12:50:51.185 PM","2025-11-21 12:50:51,185 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 3:47:46.541 PM","2025-11-21 15:47:46,540 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 3:53:58.283 PM","2025-11-21 15:53:58,279 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 7:14:01.443 AM","2025-11-21 07:14:01,443 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/21/2025, 7:14:14.042 AM","2025-11-21 07:14:14,041 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/21/2025, 4:33:37.301 PM","2025-11-21 16:33:37,301 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/22/2025, 9:57:44.848 AM","2025-11-22 09:57:44,848 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/22/2025, 12:33:44.987 PM","2025-11-22 12:33:44,987 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/22/2025, 9:30:51.335 AM","2025-11-22 09:30:51,335 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/22/2025, 12:29:26.515 PM","2025-11-22 12:29:26,514 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/22/2025, 9:21:15.139 AM","2025-11-22 09:21:15,114 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/22/2025, 10:02:44.611 AM","2025-11-22 10:02:44,611 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/22/2025, 12:53:16.587 PM","2025-11-22 12:53:16,587 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/19/2025, 6:36:28.204 AM","2025-11-19 06:36:28,203 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 12:42:42.182 PM","2025-11-13 12:42:42,182 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 12:43:18.045 PM","2025-11-13 12:43:18,045 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/13/2025, 12:59:13.320 PM","2025-11-13 12:59:13,320 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 1:04:39.183 PM","2025-11-13 13:04:39,182 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 1:09:11.936 PM","2025-11-13 13:09:11,929 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 1:12:32.535 PM","2025-11-13 13:12:32,534 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/13/2025, 1:14:50.638 PM","2025-11-13 13:14:50,638 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 1:16:20.958 PM","2025-11-13 13:16:20,958 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 1:16:22.187 PM","2025-11-13 13:16:22,186 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/13/2025, 1:21:24.226 PM","2025-11-13 13:21:24,225 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/13/2025, 1:25:12.862 PM","2025-11-13 13:25:12,862 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/13/2025, 1:38:31.467 PM","2025-11-13 13:38:31,466 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 1:46:50.503 PM","2025-11-13 13:46:50,503 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 1:47:57.577 PM","2025-11-13 13:47:57,576 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 1:56:58.052 PM","2025-11-13 13:56:58,052 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/13/2025, 2:11:48.263 PM","2025-11-13 14:11:48,260 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 2:20:47.309 PM","2025-11-13 14:20:47,308 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/13/2025, 2:29:58.101 PM","2025-11-13 14:29:58,100 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/13/2025, 2:40:40.348 PM","2025-11-13 14:40:40,347 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 2:52:02.036 PM","2025-11-13 14:52:02,036 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 3:03:29.942 PM","2025-11-13 15:03:29,941 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 3:14:49.515 PM","2025-11-13 15:14:49,515 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/13/2025, 3:15:07.763 PM","2025-11-13 15:15:07,756 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 3:16:50.050 PM","2025-11-13 15:16:50,050 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 3:17:38.090 PM","2025-11-13 15:17:38,090 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 4:05:08.920 PM","2025-11-13 16:05:08,919 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 4:54:17.491 PM","2025-11-13 16:54:17,490 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 4:54:21.288 PM","2025-11-13 16:54:21,288 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/13/2025, 6:49:31.170 AM","2025-11-13 06:49:31,154 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 7:29:15.781 AM","2025-11-13 07:29:15,779 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 7:43:38.005 AM","2025-11-13 07:43:38,005 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 7:50:02.016 AM","2025-11-13 07:50:02,014 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 7:53:56.219 AM","2025-11-13 07:53:56,219 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 7:54:54.423 AM","2025-11-13 07:54:54,423 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 8:09:29.647 AM","2025-11-13 08:09:29,646 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 8:20:47.089 AM","2025-11-13 08:20:47,088 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 8:25:17.080 AM","2025-11-13 08:25:17,079 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 8:33:26.477 AM","2025-11-13 08:33:26,477 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 8:38:43.570 AM","2025-11-13 08:38:43,570 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 9:00:16.081 AM","2025-11-13 09:00:16,080 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 9:46:48.059 AM","2025-11-13 09:46:48,059 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 10:16:03.489 AM","2025-11-13 10:16:03,487 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/13/2025, 11:10:16.392 AM","2025-11-13 11:10:16,392 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 11:11:35.977 AM","2025-11-13 11:11:35,977 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 11:14:19.247 AM","2025-11-13 11:14:19,244 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 11:22:34.013 AM","2025-11-13 11:22:34,013 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 11:23:51.470 AM","2025-11-13 11:23:51,470 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/13/2025, 11:24:08.845 AM","2025-11-13 11:24:08,845 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 7:36:54.933 AM","2025-11-12 07:36:54,933 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 7:52:12.591 AM","2025-11-12 07:52:12,591 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 8:32:48.059 AM","2025-11-12 08:32:48,058 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 8:40:35.822 AM","2025-11-12 08:40:35,822 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 8:40:40.768 AM","2025-11-12 08:40:40,768 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 8:44:54.389 AM","2025-11-12 08:44:54,389 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 9:24:01.882 AM","2025-11-12 09:24:01,881 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 9:33:54.992 AM","2025-11-12 09:33:54,991 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 12:24:37.787 PM","2025-11-12 12:24:37,786 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 12:29:11.455 PM","2025-11-12 12:29:11,455 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 12:42:35.298 PM","2025-11-12 12:42:35,297 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 1:09:35.924 PM","2025-11-12 13:09:35,920 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 1:44:14.243 PM","2025-11-12 13:44:14,242 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 1:51:12.441 PM","2025-11-12 13:51:12,441 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 1:52:32.549 PM","2025-11-12 13:52:32,549 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 2:17:47.232 PM","2025-11-12 14:17:47,231 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 2:37:14.871 PM","2025-11-12 14:37:14,864 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 2:39:32.700 PM","2025-11-12 14:39:32,699 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 2:41:43.309 PM","2025-11-12 14:41:43,309 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 2:47:55.559 PM","2025-11-12 14:47:55,558 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 2:54:20.849 PM","2025-11-12 14:54:20,848 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 2:57:47.913 PM","2025-11-12 14:57:47,913 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"11/12/2025, 2:58:04.707 PM","2025-11-12 14:58:04,707 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 11:02:08.780 AM","2025-11-12 11:02:08,780 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 6:42:52.389 AM","2025-11-12 06:42:52,375 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 6:53:26.025 AM","2025-11-12 06:53:26,024 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 6:57:38.347 AM","2025-11-12 06:57:38,347 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"11/12/2025, 6:58:20.035 AM","2025-11-12 06:58:20,035 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 3:35:34.458 PM","2025-11-12 15:35:34,458 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"11/12/2025, 6:14:38.696 PM","2025-11-12 18:14:38,692 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
