"TimeGenerated [UTC]",ResultDescription
"12/22/2025, 3:10:48.031 PM","2025-12-22 15:10:48,031 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 3:34:25.881 PM","2025-12-22 15:34:25,881 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 7:51:34.452 AM","2025-12-22 07:51:34,450 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"12/22/2025, 7:51:44.664 AM","2025-12-22 07:51:44,664 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 9:00:56.359 AM","2025-12-22 09:00:56,358 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/22/2025, 12:16:48.255 PM","2025-12-22 12:16:48,254 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/22/2025, 12:47:07.229 PM","2025-12-22 12:47:07,228 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 1:14:26.618 PM","2025-12-22 13:14:26,617 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/22/2025, 9:06:31.875 AM","2025-12-22 09:06:31,875 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/22/2025, 2:12:24.018 PM","2025-12-22 14:12:24,017 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 2:59:21.539 PM","2025-12-22 14:59:21,538 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 3:21:19.184 PM","2025-12-22 15:21:19,184 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 3:42:12.217 PM","2025-12-22 15:42:12,212 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 4:35:15.035 PM","2025-12-22 16:35:15,034 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 4:35:28.059 PM","2025-12-22 16:35:28,058 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 4:35:39.115 PM","2025-12-22 16:35:39,115 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 5:14:58.124 PM","2025-12-22 17:14:58,124 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 7:45:24.052 AM","2025-12-22 07:45:24,052 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 7:45:39.196 AM","2025-12-22 07:45:39,195 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/22/2025, 2:44:15.309 PM","2025-12-22 14:44:15,308 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/22/2025, 2:53:01.343 PM","2025-12-22 14:53:01,343 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/20/2025, 9:51:11.127 AM","2025-12-20 09:51:11,127 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/20/2025, 10:37:23.024 AM","2025-12-20 10:37:23,023 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/20/2025, 1:36:10.894 PM","2025-12-20 13:36:10,894 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/20/2025, 3:07:30.060 PM","2025-12-20 15:07:30,059 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/20/2025, 2:47:30.815 PM","2025-12-20 14:47:30,814 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/20/2025, 10:41:39.646 AM","2025-12-20 10:41:39,646 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/20/2025, 2:40:22.392 PM","2025-12-20 14:40:22,392 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/2/2025, 8:12:40.715 AM","2025-12-02 08:12:40,688 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/2/2025, 1:01:21.700 PM","2025-12-02 13:01:21,697 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/2/2025, 2:16:22.811 PM","2025-12-02 14:16:22,810 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/2/2025, 2:54:37.452 PM","2025-12-02 14:54:37,452 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/2/2025, 3:09:52.572 PM","2025-12-02 15:09:52,571 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/2/2025, 3:12:00.401 PM","2025-12-02 15:12:00,400 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/2/2025, 3:13:31.573 PM","2025-12-02 15:13:31,572 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/2/2025, 3:33:26.262 PM","2025-12-02 15:33:26,261 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/2/2025, 3:42:51.062 PM","2025-12-02 15:42:51,062 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 6:40:13.757 AM","2025-12-03 06:40:13,756 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/2/2025, 8:59:03.108 AM","2025-12-02 08:59:03,108 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/2/2025, 9:51:31.352 AM","2025-12-02 09:51:31,352 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/2/2025, 9:51:47.303 AM","2025-12-02 09:51:47,302 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/2/2025, 10:14:24.885 AM","2025-12-02 10:14:24,884 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/2/2025, 1:46:28.328 PM","2025-12-02 13:46:28,328 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/2/2025, 2:33:11.222 PM","2025-12-02 14:33:11,222 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 5:14:27.610 AM","2025-12-03 05:14:27,579 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 5:18:48.319 AM","2025-12-03 05:18:48,319 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 6:17:57.172 AM","2025-12-03 06:17:57,172 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/2/2025, 8:20:22.814 AM","2025-12-02 08:20:22,814 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/2/2025, 10:49:31.509 AM","2025-12-02 10:49:31,509 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/2/2025, 1:19:28.451 PM","2025-12-02 13:19:28,451 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/2/2025, 1:20:34.793 PM","2025-12-02 13:20:34,793 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/2/2025, 1:21:24.577 PM","2025-12-02 13:21:24,577 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/2/2025, 1:22:30.472 PM","2025-12-02 13:22:30,472 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/2/2025, 1:22:37.826 PM","2025-12-02 13:22:37,826 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/2/2025, 8:22:35.095 AM","2025-12-02 08:22:35,094 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/2/2025, 2:20:00.616 PM","2025-12-02 14:20:00,616 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/2/2025, 2:53:35.099 PM","2025-12-02 14:53:35,098 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/12/2025, 8:49:10.040 AM","2025-12-12 08:49:10,039 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/12/2025, 10:58:49.417 AM","2025-12-12 10:58:49,417 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
"12/12/2025, 11:43:31.640 AM","2025-12-12 11:43:31,639 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/12/2025, 11:55:31.004 AM","2025-12-12 11:55:31,003 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/12/2025, 8:25:04.370 AM","2025-12-12 08:25:04,370 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/12/2025, 9:25:32.054 AM","2025-12-12 09:25:32,054 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/12/2025, 10:56:58.435 AM","2025-12-12 10:56:58,434 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/12/2025, 11:00:29.469 AM","2025-12-12 11:00:29,469 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/12/2025, 10:30:51.370 AM","2025-12-12 10:30:51,370 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/12/2025, 12:10:09.110 PM","2025-12-12 12:10:09,110 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/12/2025, 12:11:57.857 PM","2025-12-12 12:11:57,857 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/12/2025, 2:42:44.176 PM","2025-12-12 14:42:44,176 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/12/2025, 9:14:13.385 AM","2025-12-12 09:14:13,385 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"12/12/2025, 11:04:37.314 AM","2025-12-12 11:04:37,313 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/6/2025, 5:38:19.728 PM","2025-12-06 17:38:19,727 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/6/2025, 5:39:15.771 PM","2025-12-06 17:39:15,770 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 7:07:47.913 AM","2025-12-03 07:07:47,913 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 9:33:54.305 AM","2025-12-03 09:33:54,304 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/3/2025, 8:44:24.542 AM","2025-12-03 08:44:24,541 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/3/2025, 9:58:21.811 AM","2025-12-03 09:58:21,810 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
"12/3/2025, 10:17:38.352 AM","2025-12-03 10:17:38,352 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 1:42:12.926 PM","2025-12-03 13:42:12,925 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 2:27:35.397 PM","2025-12-03 14:27:35,397 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 2:31:33.015 PM","2025-12-03 14:31:33,014 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 2:34:51.180 PM","2025-12-03 14:34:51,180 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 4:24:57.329 PM","2025-12-03 16:24:57,329 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 2:43:44.872 PM","2025-12-03 14:43:44,872 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 2:57:33.299 PM","2025-12-03 14:57:33,299 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 2:59:42.093 PM","2025-12-03 14:59:42,092 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 7:52:22.570 AM","2025-12-03 07:52:22,570 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 3:49:12.745 PM","2025-12-03 15:49:12,744 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 7:57:06.686 AM","2025-12-03 07:57:06,686 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 5:11:43.034 PM","2025-12-03 17:11:43,033 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 5:46:00.927 AM","2025-12-04 05:46:00,896 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/3/2025, 9:01:38.223 AM","2025-12-03 09:01:38,223 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 5:15:15.112 PM","2025-12-03 17:15:15,112 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 10:54:05.006 AM","2025-12-03 10:54:05,006 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 1:45:12.039 PM","2025-12-03 13:45:12,039 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 2:20:50.092 PM","2025-12-03 14:20:50,092 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 6:52:48.104 AM","2025-12-03 06:52:48,103 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 7:08:52.441 AM","2025-12-03 07:08:52,440 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 7:10:05.157 AM","2025-12-03 07:10:05,157 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 7:24:05.652 AM","2025-12-03 07:24:05,651 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 6:46:20.042 AM","2025-12-04 06:46:20,042 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 2:23:10.568 PM","2025-12-03 14:23:10,568 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 2:32:59.287 PM","2025-12-03 14:32:59,286 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 3:25:04.264 PM","2025-12-03 15:25:04,264 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 9:37:48.270 AM","2025-12-03 09:37:48,270 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/3/2025, 9:40:49.321 AM","2025-12-03 09:40:49,320 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 9:48:56.940 AM","2025-12-03 09:48:56,940 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 10:50:28.405 AM","2025-12-03 10:50:28,404 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
"12/3/2025, 1:37:39.111 PM","2025-12-03 13:37:39,111 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 2:44:50.753 PM","2025-12-03 14:44:50,752 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 3:03:20.756 PM","2025-12-03 15:03:20,755 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/3/2025, 3:09:03.870 PM","2025-12-03 15:09:03,870 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 3:37:55.265 PM","2025-12-03 15:37:55,264 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/3/2025, 3:38:37.267 PM","2025-12-03 15:38:37,265 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/3/2025, 3:43:08.816 PM","2025-12-03 15:43:08,816 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 6:43:43.757 AM","2025-12-04 06:43:43,757 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 6:44:25.665 AM","2025-12-04 06:44:25,665 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 7:15:40.518 AM","2025-12-04 07:15:40,517 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 7:54:47.715 AM","2025-12-04 07:54:47,714 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 7:56:50.080 AM","2025-12-04 07:56:50,080 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 12:55:09.328 PM","2025-12-04 12:55:09,328 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 5:11:01.940 PM","2025-12-04 17:11:01,940 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"12/4/2025, 8:27:34.037 AM","2025-12-04 08:27:34,029 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 8:31:00.286 AM","2025-12-04 08:31:00,285 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 9:27:58.956 AM","2025-12-04 09:27:58,956 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 12:22:46.811 PM","2025-12-04 12:22:46,811 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/4/2025, 12:23:43.318 PM","2025-12-04 12:23:43,318 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
"12/4/2025, 12:23:46.576 PM","2025-12-04 12:23:46,575 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/4/2025, 12:27:21.078 PM","2025-12-04 12:27:21,078 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
"12/4/2025, 12:27:30.517 PM","2025-12-04 12:27:30,517 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 12:30:38.548 PM","2025-12-04 12:30:38,547 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 12:31:53.157 PM","2025-12-04 12:31:53,157 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 10:07:28.155 AM","2025-12-04 10:07:28,155 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"12/4/2025, 8:10:11.524 AM","2025-12-04 08:10:11,524 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 1:57:48.732 PM","2025-12-04 13:57:48,732 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 10:42:32.276 AM","2025-12-04 10:42:32,276 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 2:59:19.421 PM","2025-12-04 14:59:19,421 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 5:14:11.259 PM","2025-12-04 17:14:11,259 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"12/4/2025, 11:10:27.623 AM","2025-12-04 11:10:27,623 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 11:12:51.987 AM","2025-12-04 11:12:51,987 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/4/2025, 12:24:22.748 PM","2025-12-04 12:24:22,748 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/4/2025, 1:45:46.839 PM","2025-12-04 13:45:46,839 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 2:51:21.918 PM","2025-12-04 14:51:21,918 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 4:13:06.909 PM","2025-12-04 16:13:06,908 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 4:14:30.216 PM","2025-12-04 16:14:30,215 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 11:18:58.435 AM","2025-12-04 11:18:58,435 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 3:22:02.639 PM","2025-12-04 15:22:02,638 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 3:22:55.562 PM","2025-12-04 15:22:55,561 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 3:53:29.875 PM","2025-12-04 15:53:29,874 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/4/2025, 4:15:24.987 PM","2025-12-04 16:15:24,987 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/4/2025, 4:25:38.564 PM","2025-12-04 16:25:38,564 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
