"TimeGenerated [UTC]",ResultDescription
"12/14/2025, 12:00:33.848 PM","2025-12-14 12:00:33,848 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/14/2025, 3:41:53.266 PM","2025-12-14 15:41:53,266 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/15/2025, 6:25:28.713 AM","2025-12-15 06:25:28,713 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/15/2025, 6:36:27.437 AM","2025-12-15 06:36:27,437 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 1:03:20.746 PM","2025-12-09 13:03:20,745 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 1:03:48.057 PM","2025-12-09 13:03:48,057 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 2:19:08.491 PM","2025-12-09 14:19:08,491 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 2:22:32.370 PM","2025-12-09 14:22:32,370 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 2:53:23.080 PM","2025-12-09 14:53:23,080 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 2:54:23.527 PM","2025-12-09 14:54:23,527 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 3:42:35.960 PM","2025-12-09 15:42:35,960 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 7:19:31.348 AM","2025-12-09 07:19:31,348 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/9/2025, 7:35:33.628 AM","2025-12-09 07:35:33,627 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/9/2025, 7:36:06.376 AM","2025-12-09 07:36:06,375 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 10:03:51.955 AM","2025-12-09 10:03:51,953 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 10:34:27.201 AM","2025-12-09 10:34:27,201 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 10:36:48.656 AM","2025-12-09 10:36:48,654 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 10:19:44.933 AM","2025-12-09 10:19:44,933 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 10:51:36.558 AM","2025-12-09 10:51:36,558 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
"12/9/2025, 9:08:07.325 AM","2025-12-09 09:08:07,324 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 10:20:21.360 AM","2025-12-09 10:20:21,360 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 11:46:57.005 AM","2025-12-09 11:46:57,005 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 12:07:59.811 PM","2025-12-09 12:07:59,811 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 10:12:32.691 AM","2025-12-09 10:12:32,690 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 10:52:02.090 AM","2025-12-09 10:52:02,069 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/9/2025, 10:53:38.128 AM","2025-12-09 10:53:38,128 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"12/9/2025, 1:15:47.679 PM","2025-12-09 13:15:47,679 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 12:08:35.919 PM","2025-12-09 12:08:35,919 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 2:01:14.581 PM","2025-12-09 14:01:14,580 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/9/2025, 2:10:24.740 PM","2025-12-09 14:10:24,740 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 1:48:42.911 PM","2025-12-09 13:48:42,911 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/9/2025, 1:00:34.354 PM","2025-12-09 13:00:34,354 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 2:38:18.581 PM","2025-12-09 14:38:18,581 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 2:13:51.209 PM","2025-12-09 14:13:51,209 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 1:51:26.308 PM","2025-12-09 13:51:26,308 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/9/2025, 2:52:22.173 PM","2025-12-09 14:52:22,173 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 3:48:14.938 PM","2025-12-09 15:48:14,937 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 4:16:35.407 PM","2025-12-09 16:16:35,407 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 3:17:56.449 PM","2025-12-09 15:17:56,448 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 3:54:46.461 PM","2025-12-09 15:54:46,461 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 5:17:44.908 PM","2025-12-09 17:17:44,908 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/9/2025, 3:24:31.949 PM","2025-12-09 15:24:31,949 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 4:21:22.982 PM","2025-12-09 16:21:22,982 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 4:30:56.338 PM","2025-12-09 16:30:56,338 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/9/2025, 5:03:06.255 PM","2025-12-09 17:03:06,255 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 8:29:31.819 AM","2025-12-11 08:29:31,818 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 9:38:23.468 AM","2025-12-11 09:38:23,468 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/11/2025, 12:46:46.127 PM","2025-12-11 12:46:46,126 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 1:08:18.106 PM","2025-12-11 13:08:18,106 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/11/2025, 1:45:27.799 PM","2025-12-11 13:45:27,799 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 3:10:10.583 PM","2025-12-11 15:10:10,583 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 5:37:30.564 PM","2025-12-11 17:37:30,564 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/11/2025, 8:06:38.970 AM","2025-12-11 08:06:38,969 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 8:12:28.786 AM","2025-12-11 08:12:28,786 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 8:14:32.424 AM","2025-12-11 08:14:32,424 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"12/11/2025, 8:15:34.165 AM","2025-12-11 08:15:34,164 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 8:16:04.508 AM","2025-12-11 08:16:04,508 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"12/11/2025, 8:16:34.237 AM","2025-12-11 08:16:34,237 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 8:23:52.798 AM","2025-12-11 08:23:52,798 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 6:55:38.981 AM","2025-12-11 06:55:38,980 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 8:28:35.724 AM","2025-12-11 08:28:35,724 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 10:02:27.907 AM","2025-12-11 10:02:27,907 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 1:42:01.299 PM","2025-12-11 13:42:01,298 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 9:44:07.519 AM","2025-12-11 09:44:07,518 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 7:51:14.687 AM","2025-12-11 07:51:14,687 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 7:52:12.111 AM","2025-12-11 07:52:12,102 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 9:51:44.857 AM","2025-12-11 09:51:44,857 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 9:55:52.139 AM","2025-12-11 09:55:52,139 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 8:19:58.565 AM","2025-12-11 08:19:58,564 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"12/11/2025, 9:59:38.401 AM","2025-12-11 09:59:38,400 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 10:56:02.542 AM","2025-12-11 10:56:02,541 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 8:21:18.901 AM","2025-12-11 08:21:18,901 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 8:25:43.188 AM","2025-12-11 08:25:43,188 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 1:30:00.929 PM","2025-12-11 13:30:00,928 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 1:55:54.560 PM","2025-12-11 13:55:54,559 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 8:57:04.107 AM","2025-12-11 08:57:04,106 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 10:50:43.925 AM","2025-12-11 10:50:43,925 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/11/2025, 5:30:02.389 PM","2025-12-11 17:30:02,379 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
"12/11/2025, 10:51:08.902 AM","2025-12-11 10:51:08,902 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 10:51:37.108 AM","2025-12-11 10:51:37,107 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 10:53:45.006 AM","2025-12-11 10:53:45,005 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 11:20:18.018 AM","2025-12-11 11:20:18,017 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/11/2025, 11:22:21.524 AM","2025-12-11 11:22:21,523 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/11/2025, 1:17:27.269 PM","2025-12-11 13:17:27,269 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 8:25:54.227 AM","2025-12-17 08:25:54,227 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/17/2025, 8:57:17.634 AM","2025-12-17 08:57:17,634 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 8:57:43.841 AM","2025-12-17 08:57:43,841 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 9:20:32.230 AM","2025-12-17 09:20:32,229 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 10:34:17.184 AM","2025-12-17 10:34:17,184 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 1:29:27.748 PM","2025-12-17 13:29:27,739 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 3:18:18.217 PM","2025-12-17 15:18:18,217 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 10:28:23.726 PM","2025-12-17 22:28:23,725 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 7:51:36.917 AM","2025-12-17 07:51:36,916 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 7:52:24.501 AM","2025-12-17 07:52:24,501 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 7:53:18.417 AM","2025-12-17 07:53:18,417 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 8:00:13.777 AM","2025-12-17 08:00:13,777 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 8:53:38.515 AM","2025-12-17 08:53:38,514 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 1:16:37.218 PM","2025-12-17 13:16:37,217 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 2:13:02.966 PM","2025-12-17 14:13:02,966 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 10:08:33.239 AM","2025-12-17 10:08:33,239 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 2:26:53.614 PM","2025-12-17 14:26:53,614 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 8:12:21.267 AM","2025-12-17 08:12:21,267 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 8:16:24.646 AM","2025-12-17 08:16:24,646 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 2:04:10.504 PM","2025-12-17 14:04:10,504 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 5:23:49.353 PM","2025-12-17 17:23:49,353 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 10:21:41.350 PM","2025-12-17 22:21:41,348 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 2:54:49.499 PM","2025-12-17 14:54:49,498 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 11:53:44.664 AM","2025-12-17 11:53:44,663 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/17/2025, 6:13:04.605 PM","2025-12-17 18:13:04,604 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/17/2025, 12:30:23.825 PM","2025-12-17 12:30:23,824 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/15/2025, 8:39:38.085 AM","2025-12-15 08:39:38,085 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/15/2025, 9:17:04.461 AM","2025-12-15 09:17:04,461 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/15/2025, 11:35:40.675 AM","2025-12-15 11:35:40,674 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/15/2025, 12:38:30.467 PM","2025-12-15 12:38:30,467 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/15/2025, 9:42:28.276 AM","2025-12-15 09:42:28,269 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/15/2025, 1:34:40.223 PM","2025-12-15 13:34:40,223 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/15/2025, 2:05:03.767 PM","2025-12-15 14:05:03,767 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/15/2025, 4:59:36.602 PM","2025-12-15 16:59:36,602 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/15/2025, 10:37:48.958 AM","2025-12-15 10:37:48,958 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/15/2025, 10:40:28.233 AM","2025-12-15 10:40:28,232 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/15/2025, 11:22:17.789 AM","2025-12-15 11:22:17,789 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/15/2025, 10:00:30.998 AM","2025-12-15 10:00:30,998 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/15/2025, 6:36:50.355 PM","2025-12-15 18:36:50,355 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/15/2025, 10:01:00.457 AM","2025-12-15 10:01:00,456 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/15/2025, 2:10:47.294 PM","2025-12-15 14:10:47,294 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/15/2025, 3:19:12.258 PM","2025-12-15 15:19:12,258 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 7:31:06.237 AM","2025-12-16 07:31:06,236 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 7:50:33.974 AM","2025-12-16 07:50:33,973 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 7:52:11.324 AM","2025-12-16 07:52:11,322 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 9:36:18.942 AM","2025-12-16 09:36:18,942 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/16/2025, 11:08:08.433 AM","2025-12-16 11:08:08,433 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
"12/16/2025, 11:11:26.422 AM","2025-12-16 11:11:26,422 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 11:49:36.721 AM","2025-12-16 11:49:36,718 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 7:54:25.831 AM","2025-12-16 07:54:25,830 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
"12/16/2025, 7:54:45.989 AM","2025-12-16 07:54:45,989 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/16/2025, 8:56:12.245 AM","2025-12-16 08:56:12,245 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/16/2025, 9:44:39.407 AM","2025-12-16 09:44:39,407 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
"12/16/2025, 9:46:30.936 AM","2025-12-16 09:46:30,935 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 10:11:31.031 AM","2025-12-16 10:11:31,030 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 12:30:24.328 PM","2025-12-16 12:30:24,326 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 1:30:46.296 PM","2025-12-16 13:30:46,296 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 1:38:33.636 PM","2025-12-16 13:38:33,636 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 3:24:01.175 PM","2025-12-16 15:24:01,175 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 3:46:13.343 PM","2025-12-16 15:46:13,343 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 8:50:51.781 AM","2025-12-16 08:50:51,780 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 4:39:04.860 PM","2025-12-16 16:39:04,860 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
"12/16/2025, 1:57:00.324 PM","2025-12-16 13:57:00,323 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/16/2025, 2:53:06.868 PM","2025-12-16 14:53:06,868 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
"12/16/2025, 3:58:05.087 PM","2025-12-16 15:58:05,087 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
"12/16/2025, 3:58:45.681 PM","2025-12-16 15:58:45,680 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
