time,resultDescription
2025-08-18T12:55:22.5803465Z,"2025-08-18 12:55:22,577 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-18T13:39:36.2039443Z,"2025-08-18 13:39:36,203 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-18T13:43:51.5551647Z,"2025-08-18 13:43:51,547 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-18T13:44:30.1786393Z,"2025-08-18 13:44:30,178 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-18T13:44:37.2742924Z,"2025-08-18 13:44:36,557 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-18T13:48:16.7012928Z,"2025-08-18 13:48:16,701 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-18T13:55:50.5112547Z,"2025-08-18 13:55:50,510 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-18T13:57:52.5454521Z,"2025-08-18 13:57:52,545 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-18T14:00:25.3895818Z,"2025-08-18 14:00:25,389 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-18T14:07:23.7191218Z,"2025-08-18 14:07:23,719 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-18T14:15:01.7612585Z,"2025-08-18 14:15:01,760 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-18T14:17:05.3442567Z,"2025-08-18 14:17:05,344 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-18T14:18:46.1888975Z,"2025-08-18 14:18:46,188 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-18T14:27:28.2499192Z,"2025-08-18 14:27:28,249 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-18T14:53:41.248943Z,"2025-08-18 14:53:41,201 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-18T15:39:20.5359318Z,"2025-08-18 15:39:20,534 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-18T15:51:21.2544098Z,"2025-08-18 15:51:21,254 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-18T17:18:22.6799136Z,"2025-08-18 17:18:22,679 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-18T17:18:42.645808Z,"2025-08-18 17:18:42,645 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-08-18T17:19:19.2496243Z,"2025-08-18 17:19:19,249 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-08-18T17:20:07.9247955Z,"2025-08-18 17:20:07,924 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-08-19T06:17:21.5413496Z,"2025-08-19 06:17:21,538 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T06:47:57.8203289Z,"2025-08-19 06:47:57,820 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T06:54:20.4031657Z,"2025-08-19 06:54:20,402 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T07:18:54.8380907Z,"2025-08-19 07:18:54,837 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T07:24:21.2897638Z,"2025-08-19 07:24:21,289 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T07:37:30.7796736Z,"2025-08-19 07:37:30,779 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
2025-08-19T07:59:54.5192468Z,"2025-08-19 07:59:54,519 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T08:43:10.2243553Z,"2025-08-19 08:43:10,223 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T08:58:08.9251832Z,"2025-08-19 08:58:08,923 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T08:59:56.910682Z,"2025-08-19 08:59:56,910 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T09:20:08.1401186Z,"2025-08-19 09:20:08,139 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T09:20:42.7231141Z,"2025-08-19 09:20:42,722 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T09:31:33.9493772Z,"2025-08-19 09:31:33,949 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T09:32:35.8763356Z,"2025-08-19 09:32:35,876 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T09:32:53.8001102Z,"2025-08-19 09:32:53,799 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T09:40:32.433294Z,"2025-08-19 09:40:32,431 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T09:41:05.9562123Z,"2025-08-19 09:41:05,955 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T09:41:49.2038183Z,"2025-08-19 09:41:49,203 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T09:42:21.5754561Z,"2025-08-19 09:42:21,575 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T09:45:08.2323444Z,"2025-08-19 09:45:08,232 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T09:45:49.1675834Z,"2025-08-19 09:45:48,570 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T09:51:37.7619872Z,"2025-08-19 09:51:37,761 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T10:20:10.4798068Z,"2025-08-19 10:20:10,452 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T10:21:14.9515917Z,"2025-08-19 10:21:14,951 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T10:28:17.377478Z,"2025-08-19 10:28:17,376 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T10:29:45.140182Z,"2025-08-19 10:29:45,139 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T11:20:27.4064562Z,"2025-08-19 11:20:27,397 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T11:28:10.6213188Z,"2025-08-19 11:28:10,621 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T11:52:39.5539131Z,"2025-08-19 11:52:39,541 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-08-19T12:54:26.4913809Z,"2025-08-19 12:54:26,485 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T13:17:56.4532632Z,"2025-08-19 13:17:56,452 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:21:50.8237703Z,"2025-08-19 13:21:50,823 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:22:23.9479485Z,"2025-08-19 13:22:23,946 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:22:37.7756317Z,"2025-08-19 13:22:37,774 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:23:32.7248057Z,"2025-08-19 13:23:32,724 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:24:40.5006346Z,"2025-08-19 13:24:40,500 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:25:36.003042Z,"2025-08-19 13:25:36,002 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:28:31.6453964Z,"2025-08-19 13:28:31,645 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:28:48.0469828Z,"2025-08-19 13:28:48,046 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:29:49.6768718Z,"2025-08-19 13:29:49,676 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:29:56.5090916Z,"2025-08-19 13:29:56,508 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T13:31:48.521451Z,"2025-08-19 13:31:48,521 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-08-19T13:37:37.831957Z,"2025-08-19 13:37:37,825 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:39:08.219613Z,"2025-08-19 13:39:08,219 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:41:07.1448006Z,"2025-08-19 13:41:07,144 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-19T13:48:31.4614384Z,"2025-08-19 13:48:31,460 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
2025-08-19T13:49:26.0399707Z,"2025-08-19 13:49:26,039 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
2025-08-19T13:54:50.2839379Z,"2025-08-19 13:54:49,297 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T14:23:29.7593136Z,"2025-08-19 14:23:29,758 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
2025-08-19T14:42:16.350517Z,"2025-08-19 14:42:16,339 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
2025-08-19T17:00:03.701598Z,"2025-08-19 17:00:03,700 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-19T17:02:50.4026744Z,"2025-08-19 17:02:50,402 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T05:57:26.6801857Z,"2025-08-20 05:57:26,680 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T05:57:40.6629206Z,"2025-08-20 05:57:40,662 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T06:56:41.2635245Z,"2025-08-20 06:56:41,263 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T07:35:23.7959758Z,"2025-08-20 07:35:23,795 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
2025-08-20T07:38:14.6428175Z,"2025-08-20 07:38:14,633 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T07:41:21.1515945Z,"2025-08-20 07:41:21,151 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T07:41:59.4982263Z,"2025-08-20 07:41:59,497 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T07:46:59.2011639Z,"2025-08-20 07:46:59,196 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T07:48:38.3812957Z,"2025-08-20 07:48:38,378 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
2025-08-20T07:51:38.871444Z,"2025-08-20 07:51:38,866 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T07:52:57.3555457Z,"2025-08-20 07:52:57,354 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: workspaces | Search Mode: workspace"
2025-08-20T08:01:18.3374832Z,"2025-08-20 08:01:18,335 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T08:01:31.6068818Z,"2025-08-20 08:01:31,596 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-08-20T08:11:11.3109141Z,"2025-08-20 08:11:11,310 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T08:22:06.1996431Z,"2025-08-20 08:22:06,198 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T08:22:10.4893257Z,"2025-08-20 08:22:10,487 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-08-20T08:23:28.8548486Z,"2025-08-20 08:23:28,854 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T08:26:02.1796858Z,"2025-08-20 08:26:02,179 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T08:26:53.1070783Z,"2025-08-20 08:26:53,106 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-08-20T08:27:12.850697Z,"2025-08-20 08:27:12,841 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T08:31:46.0144672Z,"2025-08-20 08:31:46,014 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-08-20T08:32:15.4737218Z,"2025-08-20 08:32:15,467 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T08:54:58.8333658Z,"2025-08-20 08:54:58,832 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T09:14:56.5586082Z,"2025-08-20 09:14:56,553 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T09:15:09.6003132Z,"2025-08-20 09:15:09,596 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T09:15:25.8291361Z,"2025-08-20 09:15:25,828 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T09:19:51.1418042Z,"2025-08-20 09:19:51,133 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T09:25:22.3164851Z,"2025-08-20 09:25:22,315 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T10:11:30.0791769Z,"2025-08-20 10:11:30,076 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T10:12:39.6579279Z,"2025-08-20 10:12:39,657 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T10:13:23.0328341Z,"2025-08-20 10:13:23,032 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T10:14:46.0075214Z,"2025-08-20 10:14:46,001 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T10:15:26.9684092Z,"2025-08-20 10:15:26,962 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T10:23:25.5308346Z,"2025-08-20 10:23:25,530 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T12:05:23.6635689Z,"2025-08-20 12:05:23,663 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-08-20T12:05:52.2305506Z,"2025-08-20 12:05:52,230 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-08-20T12:06:17.0155027Z,"2025-08-20 12:06:17,015 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T12:10:30.4210407Z,"2025-08-20 12:10:30,420 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T12:13:45.5569315Z,"2025-08-20 12:13:45,556 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T12:14:45.2813557Z,"2025-08-20 12:14:45,280 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T12:20:29.3746422Z,"2025-08-20 12:20:29,367 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T12:24:09.8308121Z,"2025-08-20 12:24:09,830 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T12:44:42.9094756Z,"2025-08-20 12:44:42,862 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T13:01:03.3445171Z,"2025-08-20 13:01:03,344 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-08-20T13:27:26.1306768Z,"2025-08-20 13:27:26,117 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T13:28:22.9718848Z,"2025-08-20 13:28:22,971 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-08-20T13:33:37.6477486Z,"2025-08-20 13:33:37,647 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-08-20T14:22:23.3455296Z,"2025-08-20 14:22:23,336 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T14:26:47.9632072Z,"2025-08-20 14:26:47,962 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-20T14:47:24.9685523Z,"2025-08-20 14:47:24,966 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T14:49:13.0778435Z,"2025-08-20 14:49:13,077 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T15:18:38.2486774Z,"2025-08-20 15:18:38,247 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T15:19:25.0480911Z,"2025-08-20 15:19:25,047 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T15:20:21.6252701Z,"2025-08-20 15:20:21,624 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T15:21:09.5565162Z,"2025-08-20 15:21:09,555 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T15:28:30.5692895Z,"2025-08-20 15:28:30,568 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T15:50:28.8752746Z,"2025-08-20 15:50:28,869 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T16:25:14.8572642Z,"2025-08-20 16:25:14,854 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T16:47:12.0586087Z,"2025-08-20 16:47:12,028 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T16:52:44.1064633Z,"2025-08-20 16:52:44,106 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T16:53:02.2137228Z,"2025-08-20 16:53:02,213 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T16:53:36.2110678Z,"2025-08-20 16:53:36,210 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-08-20T16:54:11.1860677Z,"2025-08-20 16:54:11,185 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-20T17:01:05.5475611Z,"2025-08-20 17:01:05,547 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-08-21T06:14:02.9466686Z,"2025-08-21 06:14:02,944 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-21T06:24:07.291351Z,"2025-08-21 06:24:07,291 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-21T06:28:30.7443625Z,"2025-08-21 06:28:30,744 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-21T06:45:47.0146564Z,"2025-08-21 06:45:47,014 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-21T06:54:19.6956864Z,"2025-08-21 06:54:19,695 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-21T06:57:41.6821957Z,"2025-08-21 06:57:41,682 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-21T07:11:05.7896805Z,"2025-08-21 07:11:05,789 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-08-21T07:18:46.1550849Z,"2025-08-21 07:18:46,154 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-21T07:20:29.0475928Z,"2025-08-21 07:20:29,047 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-21T07:23:19.5432651Z,"2025-08-21 07:23:19,543 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-21T07:24:50.4063418Z,"2025-08-21 07:24:48,885 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-08-21T07:33:59.6142968Z,"2025-08-21 07:33:59,614 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
