time,resultDescription
2025-07-08T15:56:26.4151674Z,"2025-07-08 15:56:26,398 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-08T16:06:54.8969383Z,"2025-07-08 16:06:54,877 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-08T18:03:08.906556Z,"2025-07-08 18:03:08,893 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-08T18:04:44.8945071Z,"2025-07-08 18:04:44,894 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T05:43:11.3596304Z,"2025-07-09 05:43:11,345 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T05:44:12.0089978Z,"2025-07-09 05:44:11,260 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T06:19:24.9752417Z,"2025-07-09 06:19:24,952 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T06:37:48.0214999Z,"2025-07-09 06:37:48,005 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T07:12:22.8651995Z,"2025-07-09 07:12:22,613 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T07:36:00.2500345Z,"2025-07-09 07:36:00,238 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T07:36:39.9077977Z,"2025-07-09 07:36:39,888 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T07:36:54.6500221Z,"2025-07-09 07:36:54,649 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T07:37:45.2722963Z,"2025-07-09 07:37:45,271 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T07:38:13.9925609Z,"2025-07-09 07:38:13,991 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T07:39:16.159063Z,"2025-07-09 07:39:16,157 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T07:42:43.1487293Z,"2025-07-09 07:42:43,118 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T07:47:48.5017695Z,"2025-07-09 07:47:48,500 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T07:48:11.5536136Z,"2025-07-09 07:48:11,553 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T07:56:44.1922369Z,"2025-07-09 07:56:44,146 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T08:20:40.8325587Z,"2025-07-09 08:20:40,781 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T08:44:54.5110308Z,"2025-07-09 08:44:54,505 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T09:19:44.8960881Z,"2025-07-09 09:19:44,860 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T09:21:47.2236202Z,"2025-07-09 09:21:47,223 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T09:43:37.4470153Z,"2025-07-09 09:43:37,419 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T09:44:20.6696011Z,"2025-07-09 09:44:20,669 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T10:03:15.2484043Z,"2025-07-09 10:03:15,239 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T10:09:59.8212955Z,"2025-07-09 10:09:59,800 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T10:19:06.7832549Z,"2025-07-09 10:19:06,780 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T10:19:43.1322472Z,"2025-07-09 10:19:43,131 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T10:42:41.4211922Z,"2025-07-09 10:42:41,370 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T10:45:17.809404Z,"2025-07-09 10:45:17,809 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T10:47:14.1209018Z,"2025-07-09 10:47:14,120 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T10:48:45.3182258Z,"2025-07-09 10:48:45,317 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T10:59:46.6614589Z,"2025-07-09 10:59:46,648 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T11:36:11.9482945Z,"2025-07-09 11:36:11,895 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-07-09T11:43:22.5357552Z,"2025-07-09 11:43:22,525 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T11:46:38.7945965Z,"2025-07-09 11:46:38,792 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T11:47:33.6048132Z,"2025-07-09 11:47:33,604 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T11:48:43.0129981Z,"2025-07-09 11:48:43,012 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T11:49:55.2758818Z,"2025-07-09 11:49:55,275 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T12:15:03.9144548Z,"2025-07-09 12:15:03,901 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T12:17:30.2728407Z,"2025-07-09 12:17:30,272 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T12:18:40.5770076Z,"2025-07-09 12:18:40,575 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T12:19:25.4086691Z,"2025-07-09 12:19:25,407 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T12:20:56.8790289Z,"2025-07-09 12:20:56,874 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T12:38:23.8202036Z,"2025-07-09 12:38:23,811 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T12:58:11.3699807Z,"2025-07-09 12:58:11,312 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T13:00:08.8668483Z,"2025-07-09 13:00:08,861 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T13:01:57.3926645Z,"2025-07-09 13:01:57,384 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T13:08:06.9312619Z,"2025-07-09 13:08:06,923 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T13:13:25.6402957Z,"2025-07-09 13:13:25,612 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T13:31:52.23572Z,"2025-07-09 13:31:52,216 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T13:35:32.2428614Z,"2025-07-09 13:35:32,240 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T14:34:36.9672482Z,"2025-07-09 14:34:36,917 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T15:01:27.5702204Z,"2025-07-09 15:01:27,560 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T15:09:21.2066862Z,"2025-07-09 15:09:21,202 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T15:09:41.676832Z,"2025-07-09 15:09:41,676 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T15:10:25.3634062Z,"2025-07-09 15:10:25,355 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-09T15:27:41.1739028Z,"2025-07-09 15:27:41,152 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T15:34:34.2482488Z,"2025-07-09 15:34:34,248 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T15:35:48.6795329Z,"2025-07-09 15:35:48,678 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T16:34:02.2472442Z,"2025-07-09 16:34:02,191 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T16:39:58.8336368Z,"2025-07-09 16:39:58,824 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T16:44:54.3301332Z,"2025-07-09 16:44:54,324 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-09T17:00:59.5470701Z,"2025-07-09 17:00:59,537 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-09T17:03:39.9587295Z,"2025-07-09 17:03:39,957 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T05:44:22.6798676Z,"2025-07-10 05:44:22,657 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T05:46:03.9785654Z,"2025-07-10 05:46:03,957 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T05:52:31.9373924Z,"2025-07-10 05:52:31,937 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T06:16:10.219321Z,"2025-07-10 06:16:10,210 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T06:19:04.6847776Z,"2025-07-10 06:19:04,684 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T06:19:46.4941863Z,"2025-07-10 06:19:46,494 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T06:20:47.596016Z,"2025-07-10 06:20:47,595 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T06:38:52.8808685Z,"2025-07-10 06:38:52,856 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T06:44:10.8727577Z,"2025-07-10 06:44:10,864 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T06:44:33.2482194Z,"2025-07-10 06:44:33,247 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-07-10T06:46:42.2614717Z,"2025-07-10 06:46:42,261 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T06:48:46.7987783Z,"2025-07-10 06:48:46,798 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T07:09:26.311928Z,"2025-07-10 07:09:26,254 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T07:15:13.0733358Z,"2025-07-10 07:15:13,050 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T07:19:35.3168856Z,"2025-07-10 07:19:35,310 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T07:19:48.7392378Z,"2025-07-10 07:19:48,739 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T07:23:56.4331591Z,"2025-07-10 07:23:56,427 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T07:24:38.9467769Z,"2025-07-10 07:24:38,942 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T07:25:27.0214703Z,"2025-07-10 07:25:26,837 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T07:25:39.9571763Z,"2025-07-10 07:25:39,956 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T07:26:10.4993019Z,"2025-07-10 07:26:10,499 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T07:29:13.475321Z,"2025-07-10 07:29:13,475 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T07:30:06.8413695Z,"2025-07-10 07:30:06,839 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-07-10T07:31:02.2707589Z,"2025-07-10 07:31:02,270 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-07-10T07:32:11.4959802Z,"2025-07-10 07:32:11,495 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-07-10T07:37:32.2718546Z,"2025-07-10 07:37:32,271 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T07:41:58.420019Z,"2025-07-10 07:41:58,414 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T07:46:15.1440263Z,"2025-07-10 07:46:15,127 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T08:00:58.7306403Z,"2025-07-10 08:00:58,695 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T08:01:39.2353453Z,"2025-07-10 08:01:39,228 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T08:01:48.1159379Z,"2025-07-10 08:01:48,111 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T08:06:20.1231373Z,"2025-07-10 08:06:20,106 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T08:06:35.7253614Z,"2025-07-10 08:06:35,717 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T08:07:20.1527679Z,"2025-07-10 08:07:20,147 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T08:18:24.1553536Z,"2025-07-10 08:18:24,050 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T09:05:23.3527111Z,"2025-07-10 09:05:23,208 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T09:06:51.1021337Z,"2025-07-10 09:06:51,100 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T09:12:41.4189887Z,"2025-07-10 09:12:41,398 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T09:13:45.9768467Z,"2025-07-10 09:13:45,976 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T09:36:57.9237238Z,"2025-07-10 09:36:57,865 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T09:39:16.8973251Z,"2025-07-10 09:39:16,897 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T09:39:27.3051466Z,"2025-07-10 09:39:27,305 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T09:40:02.068667Z,"2025-07-10 09:40:02,060 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T09:40:32.5366924Z,"2025-07-10 09:40:32,536 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T09:47:28.9093495Z,"2025-07-10 09:47:28,890 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T09:48:43.4530466Z,"2025-07-10 09:48:43,448 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T09:52:01.6942657Z,"2025-07-10 09:52:01,694 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T09:54:01.3957426Z,"2025-07-10 09:54:00,570 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T09:54:24.6563538Z,"2025-07-10 09:54:24,655 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T09:57:26.1627843Z,"2025-07-10 09:57:26,155 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T10:04:55.2338495Z,"2025-07-10 10:04:55,208 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T10:09:22.7560759Z,"2025-07-10 10:09:22,755 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T10:11:27.298794Z,"2025-07-10 10:11:27,292 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T10:12:13.2618914Z,"2025-07-10 10:12:13,223 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T10:22:59.8489216Z,"2025-07-10 10:22:59,777 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-07-10T10:33:09.878003Z,"2025-07-10 10:33:09,858 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T11:03:53.8759594Z,"2025-07-10 11:03:53,845 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T11:52:12.4948085Z,"2025-07-10 11:52:12,444 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T12:07:24.9670572Z,"2025-07-10 12:07:24,764 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T12:11:03.0157955Z,"2025-07-10 12:11:03,010 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T12:11:28.1578371Z,"2025-07-10 12:11:28,157 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T12:12:09.0993577Z,"2025-07-10 12:12:09,098 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T12:33:30.0622916Z,"2025-07-10 12:33:30,035 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T12:46:48.1745249Z,"2025-07-10 12:46:48,152 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T12:54:20.5024986Z,"2025-07-10 12:54:20,501 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T14:01:01.9862312Z,"2025-07-10 14:01:01,972 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T14:01:11.1134036Z,"2025-07-10 14:01:11,113 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-10T14:53:24.4216231Z,"2025-07-10 14:53:24,404 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T15:04:36.298325Z,"2025-07-10 15:04:36,290 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T15:07:08.0063647Z,"2025-07-10 15:07:08,005 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T15:28:15.4082589Z,"2025-07-10 15:28:15,313 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T15:28:54.4011027Z,"2025-07-10 15:28:54,393 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T15:29:38.9190037Z,"2025-07-10 15:29:38,918 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T15:35:17.5829243Z,"2025-07-10 15:35:17,582 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T15:36:51.503248Z,"2025-07-10 15:36:51,502 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T16:12:33.5264583Z,"2025-07-10 16:12:33,505 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-07-10T16:12:54.0043957Z,"2025-07-10 16:12:53,999 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-10T16:17:59.6899495Z,"2025-07-10 16:17:59,688 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-07-11T05:35:37.8804439Z,"2025-07-11 05:35:37,877 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-11T05:36:20.1217375Z,"2025-07-11 05:36:20,121 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-11T05:36:55.5487748Z,"2025-07-11 05:36:55,539 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-11T05:37:42.4374012Z,"2025-07-11 05:37:42,437 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-11T05:42:42.992548Z,"2025-07-11 05:42:42,936 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-07-11T05:56:24.5555135Z,"2025-07-11 05:56:24,550 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
