time,resultDescription
2025-10-16T14:40:42.754803Z,"2025-10-16 14:40:42,754 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-16T14:45:07.907487Z,"2025-10-16 14:45:07,907 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-16T15:45:21.867703Z,"2025-10-16 15:45:21,866 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-16T15:42:28.4269902Z,"2025-10-16 15:42:28,423 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-16T15:49:07.5351014Z,"2025-10-16 15:49:07,534 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-16T15:57:18.2874625Z,"2025-10-16 15:57:18,286 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-16T17:43:08.3021236Z,"2025-10-16 17:43:08,301 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-16T19:00:18.5624875Z,"2025-10-16 19:00:18,561 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T07:06:18.8280959Z,"2025-10-17 07:06:18,827 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-10-17T07:22:11.3626929Z,"2025-10-17 07:22:11,362 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T07:21:54.0114321Z,"2025-10-17 07:21:54,009 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T09:10:37.5900701Z,"2025-10-17 09:10:37,588 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T09:13:46.2325522Z,"2025-10-17 09:13:46,232 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T09:40:25.2352991Z,"2025-10-17 09:40:25,235 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T10:05:38.802984Z,"2025-10-17 10:05:38,802 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T10:21:43.4121018Z,"2025-10-17 10:21:43,408 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T10:22:06.5152527Z,"2025-10-17 10:22:06,511 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T10:25:35.0969818Z,"2025-10-17 10:25:35,096 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T10:27:20.6562299Z,"2025-10-17 10:27:20,649 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T10:32:32.6298076Z,"2025-10-17 10:32:32,629 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T10:34:54.152529Z,"2025-10-17 10:34:54,152 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T10:35:33.4375327Z,"2025-10-17 10:35:33,436 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T10:36:01.2361638Z,"2025-10-17 10:36:01,235 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T10:38:09.0986956Z,"2025-10-17 10:38:09,090 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T11:18:13.3336049Z,"2025-10-17 11:18:13,333 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T11:21:20.8127143Z,"2025-10-17 11:21:20,808 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T11:40:11.0715382Z,"2025-10-17 11:40:11,068 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T11:59:40.9495812Z,"2025-10-17 11:59:40,949 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T12:29:36.0017329Z,"2025-10-17 12:29:36,001 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T13:47:13.6904397Z,"2025-10-17 13:47:13,683 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T13:49:16.894514Z,"2025-10-17 13:49:16,894 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T14:07:48.8440543Z,"2025-10-17 14:07:48,834 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T14:09:19.5018438Z,"2025-10-17 14:09:19,501 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T14:12:44.9578044Z,"2025-10-17 14:12:44,956 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T14:48:37.0838013Z,"2025-10-17 14:48:37,083 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T14:54:20.4606705Z,"2025-10-17 14:54:20,460 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T14:56:04.8563132Z,"2025-10-17 14:56:04,856 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-17T18:50:29.0097727Z,"2025-10-17 18:50:29,008 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T20:25:52.2816906Z,"2025-10-17 20:25:52,275 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T20:40:41.0478519Z,"2025-10-17 20:40:41,047 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T21:44:05.6818525Z,"2025-10-17 21:44:05,681 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-17T22:02:12.1641197Z,"2025-10-17 22:02:12,157 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-18T08:18:08.0089214Z,"2025-10-18 08:18:08,008 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-18T09:37:38.5594163Z,"2025-10-18 09:37:38,559 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-18T09:42:31.953149Z,"2025-10-18 09:42:31,951 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-18T09:43:14.9445506Z,"2025-10-18 09:43:14,944 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-18T11:53:27.8324516Z,"2025-10-18 11:53:27,831 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-19T13:36:32.4649163Z,"2025-10-19 13:36:32,464 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-19T13:47:45.9030745Z,"2025-10-19 13:47:45,902 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-19T16:31:44.2174081Z,"2025-10-19 16:31:44,212 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T06:33:28.986168Z,"2025-10-20 06:33:28,983 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T06:39:56.6763014Z,"2025-10-20 06:39:56,675 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T07:02:32.3946107Z,"2025-10-20 07:02:32,386 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T08:06:45.710015Z,"2025-10-20 08:06:45,709 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T08:11:41.3993314Z,"2025-10-20 08:11:41,399 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T08:08:55.3873714Z,"2025-10-20 08:08:55,387 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T08:20:25.9738384Z,"2025-10-20 08:20:25,973 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T08:56:22.8615491Z,"2025-10-20 08:56:22,861 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T09:21:23.4671667Z,"2025-10-20 09:21:23,466 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T09:23:21.9295787Z,"2025-10-20 09:23:21,929 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T11:03:32.1398073Z,"2025-10-20 11:03:32,135 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T11:04:33.0047506Z,"2025-10-20 11:04:33,004 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T11:16:28.5510659Z,"2025-10-20 11:16:28,549 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T11:45:54.92396Z,"2025-10-20 11:45:54,923 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T12:22:49.0249422Z,"2025-10-20 12:22:49,024 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T12:36:32.2513544Z,"2025-10-20 12:36:32,250 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T12:42:35.4515911Z,"2025-10-20 12:42:35,451 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T12:47:34.1731975Z,"2025-10-20 12:47:34,172 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T12:52:04.3595578Z,"2025-10-20 12:52:04,358 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T13:01:56.628273Z,"2025-10-20 13:01:56,628 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T13:26:46.481811Z,"2025-10-20 13:26:46,481 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T13:27:40.9937524Z,"2025-10-20 13:27:40,993 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-10-20T13:29:13.9930626Z,"2025-10-20 13:29:13,992 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-10-20T13:36:56.3909562Z,"2025-10-20 13:36:56,390 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T13:37:56.9888917Z,"2025-10-20 13:37:56,988 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T13:43:41.7058534Z,"2025-10-20 13:43:41,705 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T13:44:46.4481962Z,"2025-10-20 13:44:46,448 - INFO - src.routes.routes - Model: gpt-5-nano | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T13:47:05.0903095Z,"2025-10-20 13:47:05,089 - INFO - src.routes.routes - Model: gpt-5-nano | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T14:00:45.9624304Z,"2025-10-20 14:00:45,962 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T14:04:27.7699478Z,"2025-10-20 14:04:27,769 - INFO - src.routes.routes - Model: gpt-5-nano | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T14:04:47.3207454Z,"2025-10-20 14:04:47,320 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T14:05:09.1838833Z,"2025-10-20 14:05:09,183 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T14:05:27.1486198Z,"2025-10-20 14:05:27,148 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T14:05:36.5121251Z,"2025-10-20 14:05:36,511 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T14:05:40.4282637Z,"2025-10-20 14:05:40,420 - INFO - src.routes.routes - Model: gpt-5-nano | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T14:21:19.3265023Z,"2025-10-20 14:21:19,326 - INFO - src.routes.routes - Model: gpt-5-nano | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T14:27:07.7034809Z,"2025-10-20 14:27:07,703 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T14:29:54.3937059Z,"2025-10-20 14:29:54,393 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T14:30:21.180836Z,"2025-10-20 14:30:21,180 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T14:37:16.6343782Z,"2025-10-20 14:37:16,633 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T14:43:43.1026352Z,"2025-10-20 14:43:43,102 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T14:59:43.2433569Z,"2025-10-20 14:59:43,239 - INFO - src.routes.routes - Model: gpt-5-nano | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T15:13:02.8017412Z,"2025-10-20 15:13:02,801 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T15:26:39.3892513Z,"2025-10-20 15:26:39,388 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T15:27:23.0981912Z,"2025-10-20 15:27:23,095 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T15:58:45.1605769Z,"2025-10-20 15:58:45,160 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-20T16:52:51.6837711Z,"2025-10-20 16:52:51,682 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-20T16:57:36.5916442Z,"2025-10-20 16:57:36,591 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T06:32:41.4781954Z,"2025-10-21 06:32:41,477 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T06:48:09.9143304Z,"2025-10-21 06:48:09,914 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T06:54:31.8648525Z,"2025-10-21 06:54:31,864 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T07:06:02.9816839Z,"2025-10-21 07:06:02,981 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T07:10:57.1540994Z,"2025-10-21 07:10:57,153 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T07:11:34.7782197Z,"2025-10-21 07:11:34,777 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T07:11:55.8946604Z,"2025-10-21 07:11:55,894 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T07:17:08.4617406Z,"2025-10-21 07:17:08,461 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T07:17:49.1148867Z,"2025-10-21 07:17:49,111 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T07:16:00.9324025Z,"2025-10-21 07:16:00,932 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T07:18:39.1375084Z,"2025-10-21 07:18:39,136 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T07:23:13.9978827Z,"2025-10-21 07:23:13,996 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T07:25:33.0322529Z,"2025-10-21 07:25:33,031 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T07:35:34.217761Z,"2025-10-21 07:35:34,217 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T07:35:37.7835263Z,"2025-10-21 07:35:37,782 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T07:36:07.1101082Z,"2025-10-21 07:36:07,109 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T07:36:17.5861753Z,"2025-10-21 07:36:17,585 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T07:36:27.3840276Z,"2025-10-21 07:36:27,381 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T07:38:47.027954Z,"2025-10-21 07:38:47,027 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T07:42:27.9493514Z,"2025-10-21 07:42:27,948 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T08:22:45.37878Z,"2025-10-21 08:22:45,378 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-10-21T08:48:37.5127044Z,"2025-10-21 08:48:37,512 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T08:52:02.0050277Z,"2025-10-21 08:52:02,004 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T09:05:43.427127Z,"2025-10-21 09:05:43,426 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T09:06:14.0216119Z,"2025-10-21 09:06:14,021 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T09:06:58.1187463Z,"2025-10-21 09:06:58,118 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T09:09:00.8578487Z,"2025-10-21 09:09:00,857 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T09:32:03.0807756Z,"2025-10-21 09:32:03,064 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T09:45:03.7998827Z,"2025-10-21 09:45:03,799 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T09:45:41.9091591Z,"2025-10-21 09:45:41,908 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T09:49:02.6567505Z,"2025-10-21 09:49:02,656 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-21T09:52:25.0237271Z,"2025-10-21 09:52:25,022 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T09:56:34.6166066Z,"2025-10-21 09:56:34,616 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-21T09:58:54.2102917Z,"2025-10-21 09:58:54,209 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-21T09:59:12.2572864Z,"2025-10-21 09:59:12,256 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T10:01:53.2738055Z,"2025-10-21 10:01:53,273 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-21T10:07:56.7806463Z,"2025-10-21 10:07:56,780 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-21T10:11:42.9606575Z,"2025-10-21 10:11:42,960 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-10-21T10:11:44.9073163Z,"2025-10-21 10:11:44,725 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T10:13:03.8380696Z,"2025-10-21 10:13:03,837 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-10-21T10:14:00.0115855Z,"2025-10-21 10:14:00,010 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T10:37:11.5734141Z,"2025-10-21 10:37:11,573 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T10:45:11.5765426Z,"2025-10-21 10:45:11,575 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T11:36:47.518482Z,"2025-10-21 11:36:47,518 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T11:54:20.9371157Z,"2025-10-21 11:54:20,936 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-21T12:29:06.5553311Z,"2025-10-21 12:29:06,553 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T12:29:26.1693251Z,"2025-10-21 12:29:26,168 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T12:29:59.9112138Z,"2025-10-21 12:29:59,910 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T12:33:17.4158998Z,"2025-10-21 12:33:17,414 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T12:43:44.5104019Z,"2025-10-21 12:43:44,510 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T13:22:42.1083134Z,"2025-10-21 13:22:42,103 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-21T14:20:08.9913456Z,"2025-10-21 14:20:08,991 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T14:36:49.9416191Z,"2025-10-21 14:36:49,941 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-21T14:42:45.3222922Z,"2025-10-21 14:42:45,321 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
