time,resultDescription
2025-10-07T15:04:08.2142923Z,"2025-10-07 15:04:08,213 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T15:10:19.9110897Z,"2025-10-07 15:10:19,910 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T15:12:42.6297353Z,"2025-10-07 15:12:42,629 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T15:16:56.727075Z,"2025-10-07 15:16:56,726 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T15:24:36.8462268Z,"2025-10-07 15:24:36,846 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-07T15:26:05.6755466Z,"2025-10-07 15:26:05,674 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-07T15:27:27.3634631Z,"2025-10-07 15:27:27,362 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T19:03:18.4827656Z,"2025-10-07 19:03:18,481 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T19:07:29.4639079Z,"2025-10-07 19:07:29,463 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T19:21:35.8663113Z,"2025-10-07 19:21:35,865 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T20:51:40.0337607Z,"2025-10-07 20:51:40,013 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T21:55:08.084611Z,"2025-10-07 21:55:08,084 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T21:55:39.3005737Z,"2025-10-07 21:55:39,300 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T21:55:52.6901917Z,"2025-10-07 21:55:52,689 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T21:56:23.9456271Z,"2025-10-07 21:56:23,945 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T21:58:50.7000575Z,"2025-10-07 21:58:50,698 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-07T22:18:04.5042882Z,"2025-10-07 22:18:04,503 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-07T22:26:57.390537Z,"2025-10-07 22:26:57,390 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-07T22:36:09.535251Z,"2025-10-07 22:36:09,534 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-08T06:18:13.3416822Z,"2025-10-08 06:18:13,341 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-10-08T06:19:08.8950011Z,"2025-10-08 06:19:08,887 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-10-08T06:19:42.7576416Z,"2025-10-08 06:19:42,756 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T06:41:01.6645335Z,"2025-10-08 06:41:01,659 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T06:53:29.6848883Z,"2025-10-08 06:53:29,684 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T06:46:59.8188353Z,"2025-10-08 06:46:59,817 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T06:55:44.0129675Z,"2025-10-08 06:55:44,012 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T06:56:29.0639995Z,"2025-10-08 06:56:29,063 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T07:00:47.9406998Z,"2025-10-08 07:00:47,940 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T07:03:41.7729231Z,"2025-10-08 07:03:41,772 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T07:21:56.5021731Z,"2025-10-08 07:21:56,501 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T07:18:17.0298252Z,"2025-10-08 07:18:17,029 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T07:25:56.8766298Z,"2025-10-08 07:25:56,876 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T07:26:20.0693708Z,"2025-10-08 07:26:20,068 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T07:33:44.2610184Z,"2025-10-08 07:33:44,260 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-10-08T07:52:22.4308342Z,"2025-10-08 07:52:22,430 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T07:55:57.8329169Z,"2025-10-08 07:55:57,832 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T07:58:50.1991898Z,"2025-10-08 07:58:50,198 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T08:02:50.7080115Z,"2025-10-08 08:02:50,707 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T08:03:50.9065918Z,"2025-10-08 08:03:50,906 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T08:05:22.9147411Z,"2025-10-08 08:05:22,914 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T08:05:48.2430109Z,"2025-10-08 08:05:48,242 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T08:11:44.7766841Z,"2025-10-08 08:11:44,776 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T08:50:49.593401Z,"2025-10-08 08:50:49,592 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-10-08T08:53:31.532382Z,"2025-10-08 08:53:31,531 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-10-08T08:55:36.8731214Z,"2025-10-08 08:55:36,872 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T09:01:52.4753275Z,"2025-10-08 09:01:52,474 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T09:03:50.7629707Z,"2025-10-08 09:03:50,762 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T09:12:44.841615Z,"2025-10-08 09:12:44,840 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T09:15:39.7226885Z,"2025-10-08 09:15:39,720 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T09:19:37.2399724Z,"2025-10-08 09:19:37,239 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T09:11:15.038553Z,"2025-10-08 09:11:15,038 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T09:23:32.5957537Z,"2025-10-08 09:23:32,595 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T09:26:05.7670534Z,"2025-10-08 09:26:05,765 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T09:27:22.8016288Z,"2025-10-08 09:27:22,800 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T09:27:52.0367878Z,"2025-10-08 09:27:52,036 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T09:29:35.9751555Z,"2025-10-08 09:29:35,974 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T09:31:31.2069591Z,"2025-10-08 09:31:31,206 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T09:45:12.6297189Z,"2025-10-08 09:45:12,628 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T09:55:51.9245662Z,"2025-10-08 09:55:51,923 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T10:00:57.7567985Z,"2025-10-08 10:00:57,756 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T10:23:39.3465793Z,"2025-10-08 10:23:39,346 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T10:34:02.3272801Z,"2025-10-08 10:34:02,326 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T10:45:48.5423427Z,"2025-10-08 10:45:48,541 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T10:59:59.7811583Z,"2025-10-08 10:59:59,780 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T11:04:12.634984Z,"2025-10-08 11:04:12,634 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T11:16:13.0635366Z,"2025-10-08 11:16:13,063 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T11:25:24.4049101Z,"2025-10-08 11:25:24,404 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T11:25:39.3120168Z,"2025-10-08 11:25:39,310 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T11:41:41.5587215Z,"2025-10-08 11:41:41,558 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T11:43:08.1378099Z,"2025-10-08 11:43:08,134 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T11:45:25.5925672Z,"2025-10-08 11:45:25,592 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T12:06:24.2110348Z,"2025-10-08 12:06:24,210 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T12:13:15.3280815Z,"2025-10-08 12:13:15,327 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-08T12:13:31.2630162Z,"2025-10-08 12:13:31,257 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T12:14:19.8110301Z,"2025-10-08 12:14:19,809 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T12:43:16.0698809Z,"2025-10-08 12:43:16,069 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T12:44:03.1496874Z,"2025-10-08 12:44:03,149 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T12:46:36.3366428Z,"2025-10-08 12:46:36,336 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T13:02:15.6905136Z,"2025-10-08 13:02:15,689 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-10-08T13:12:48.7960286Z,"2025-10-08 13:12:48,795 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T13:13:06.1636795Z,"2025-10-08 13:13:06,162 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T13:13:23.2640193Z,"2025-10-08 13:13:23,263 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-10-08T13:14:45.8639411Z,"2025-10-08 13:14:45,863 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T13:15:33.6218523Z,"2025-10-08 13:15:33,621 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T13:17:09.0423937Z,"2025-10-08 13:17:09,034 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T13:20:53.2417639Z,"2025-10-08 13:20:53,240 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T13:22:10.7210751Z,"2025-10-08 13:22:10,720 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T13:22:52.6638413Z,"2025-10-08 13:22:52,663 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T13:23:29.1441142Z,"2025-10-08 13:23:29,143 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T13:25:14.5539611Z,"2025-10-08 13:25:14,553 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T13:26:52.1664106Z,"2025-10-08 13:26:52,166 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T13:30:47.2934073Z,"2025-10-08 13:30:47,293 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-10-08T13:31:41.5671298Z,"2025-10-08 13:31:41,566 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-10-08T13:38:39.1643072Z,"2025-10-08 13:38:39,164 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T13:43:19.3707315Z,"2025-10-08 13:43:19,370 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T13:49:48.7771819Z,"2025-10-08 13:49:48,776 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T13:52:08.0825Z,"2025-10-08 13:52:08,082 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T13:52:35.9492768Z,"2025-10-08 13:52:35,948 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:02:46.0016339Z,"2025-10-08 14:02:46,000 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:03:42.2916213Z,"2025-10-08 14:03:42,291 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:03:44.8139229Z,"2025-10-08 14:03:44,813 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T14:06:56.8185238Z,"2025-10-08 14:06:56,818 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T14:08:27.1262637Z,"2025-10-08 14:08:27,126 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:09:05.5040785Z,"2025-10-08 14:09:05,502 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:11:28.5257744Z,"2025-10-08 14:11:28,525 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:12:33.8856438Z,"2025-10-08 14:12:33,885 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:12:50.1577978Z,"2025-10-08 14:12:50,157 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T14:13:52.8847818Z,"2025-10-08 14:13:52,884 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:17:04.8897757Z,"2025-10-08 14:17:04,889 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T14:17:43.2418692Z,"2025-10-08 14:17:43,241 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T14:33:25.9604985Z,"2025-10-08 14:33:25,960 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-10-08T14:34:26.5017294Z,"2025-10-08 14:34:26,500 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:34:46.611361Z,"2025-10-08 14:34:46,611 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T14:35:17.2054074Z,"2025-10-08 14:35:17,205 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:35:46.3504012Z,"2025-10-08 14:35:46,349 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:37:10.2543562Z,"2025-10-08 14:37:10,249 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:36:03.2989467Z,"2025-10-08 14:36:03,298 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:43:33.7272314Z,"2025-10-08 14:43:33,726 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:46:18.7428291Z,"2025-10-08 14:46:18,742 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:49:14.1023987Z,"2025-10-08 14:49:14,102 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:49:26.295132Z,"2025-10-08 14:49:26,294 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T14:53:29.3258096Z,"2025-10-08 14:53:29,325 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T15:13:43.6876043Z,"2025-10-08 15:13:43,686 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T15:16:36.3850857Z,"2025-10-08 15:16:36,384 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T15:17:03.4829125Z,"2025-10-08 15:17:03,482 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T15:20:06.3106247Z,"2025-10-08 15:20:06,309 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T15:21:03.646397Z,"2025-10-08 15:21:03,642 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T15:46:08.215081Z,"2025-10-08 15:46:08,214 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T15:55:15.8712855Z,"2025-10-08 15:55:15,870 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-08T17:25:04.7523714Z,"2025-10-08 17:25:04,752 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-08T17:25:51.8104143Z,"2025-10-08 17:25:51,810 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-09T05:53:06.9308623Z,"2025-10-09 05:53:06,930 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T05:57:26.3613345Z,"2025-10-09 05:57:26,360 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T05:48:51.537576Z,"2025-10-09 05:48:51,537 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T06:06:57.0832341Z,"2025-10-09 06:06:57,082 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T06:13:57.5516384Z,"2025-10-09 06:13:57,550 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-09T06:15:18.1978881Z,"2025-10-09 06:15:18,197 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-09T06:20:37.8977342Z,"2025-10-09 06:20:37,884 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-09T06:38:29.4657298Z,"2025-10-09 06:38:29,464 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T06:50:13.212791Z,"2025-10-09 06:50:13,212 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T06:51:19.3565983Z,"2025-10-09 06:51:19,355 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T06:56:14.806591Z,"2025-10-09 06:56:14,804 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T07:05:15.4718836Z,"2025-10-09 07:05:15,471 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T07:04:03.0359937Z,"2025-10-09 07:04:03,035 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T07:04:45.8727736Z,"2025-10-09 07:04:45,866 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-09T07:10:28.5071271Z,"2025-10-09 07:10:28,506 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T07:35:18.1132538Z,"2025-10-09 07:35:18,113 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-09T07:38:49.3280334Z,"2025-10-09 07:38:49,327 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T07:48:48.3301662Z,"2025-10-09 07:48:48,329 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-09T07:49:53.8076363Z,"2025-10-09 07:49:53,807 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-10-09T08:05:38.0299994Z,"2025-10-09 08:05:38,029 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-10-09T08:19:59.0837437Z,"2025-10-09 08:19:59,083 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
