time,resultDescription
2025-05-07T15:24:39.7160996Z,"2025-05-07 15:24:39,715 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-07T15:31:27.5913444Z,"2025-05-07 15:31:27,590 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-07T15:39:24.4486631Z,"2025-05-07 15:39:24,448 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-07T15:58:16.5248401Z,"2025-05-07 15:58:16,486 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-07T16:00:05.4188725Z,"2025-05-07 16:00:05,360 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-07T16:00:32.539477Z,"2025-05-07 16:00:32,539 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-07T16:01:17.8457256Z,"2025-05-07 16:01:17,845 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T06:28:24.8093838Z,"2025-05-08 06:28:24,769 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T06:39:21.4722551Z,"2025-05-08 06:39:21,471 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T06:53:12.7143033Z,"2025-05-08 06:53:12,714 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-08T06:58:10.0928862Z,"2025-05-08 06:58:10,092 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-08T07:07:14.4867108Z,"2025-05-08 07:07:14,465 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-08T07:08:15.1607136Z,"2025-05-08 07:08:15,160 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T07:11:30.9885714Z,"2025-05-08 07:11:30,988 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T07:13:26.588921Z,"2025-05-08 07:13:26,588 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-08T07:14:03.1996615Z,"2025-05-08 07:14:03,199 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-08T07:17:05.9444692Z,"2025-05-08 07:17:05,944 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-08T07:17:42.7053846Z,"2025-05-08 07:17:42,703 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T07:50:41.1676713Z,"2025-05-08 07:50:41,098 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-08T07:52:34.9626669Z,"2025-05-08 07:52:34,962 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: default | Search Mode: internet"
2025-05-08T07:53:21.8692931Z,"2025-05-08 07:53:21,869 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: default | Search Mode: internet"
2025-05-08T08:30:25.7158616Z,"2025-05-08 08:30:25,668 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T08:46:27.9454Z,"2025-05-08 08:46:27,093 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: default | Search Mode: internet"
2025-05-08T08:48:31.4483943Z,"2025-05-08 08:48:31,448 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-08T08:49:07.0315328Z,"2025-05-08 08:49:07,031 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: default | Search Mode: internet"
2025-05-08T09:33:16.9166381Z,"2025-05-08 09:33:16,882 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T09:40:36.3034646Z,"2025-05-08 09:40:36,301 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: default | Search Mode: internet"
2025-05-08T10:06:16.8749425Z,"2025-05-08 10:06:16,834 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T10:10:05.0423735Z,"2025-05-08 10:10:05,042 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-08T10:31:20.1524832Z,"2025-05-08 10:31:20,097 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-08T11:23:01.4907882Z,"2025-05-08 11:23:01,428 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: default | Search Mode: internet"
2025-05-08T11:23:46.9797635Z,"2025-05-08 11:23:46,977 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-08T11:24:29.6080068Z,"2025-05-08 11:24:29,597 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-08T11:25:23.0726186Z,"2025-05-08 11:25:23,061 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T12:10:08.9752528Z,"2025-05-08 12:10:08,207 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-08T12:10:29.5162981Z,"2025-05-08 12:10:29,516 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T13:28:42.8948328Z,"2025-05-08 13:28:42,879 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T13:29:26.0577687Z,"2025-05-08 13:29:26,055 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T13:43:17.4637986Z,"2025-05-08 13:43:17,452 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-08T13:49:29.980422Z,"2025-05-08 13:49:29,969 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T14:12:05.8864952Z,"2025-05-08 14:12:05,825 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T14:13:23.6666201Z,"2025-05-08 14:13:23,666 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T14:14:48.3333865Z,"2025-05-08 14:14:48,332 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T14:17:25.8432816Z,"2025-05-08 14:17:25,843 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T14:32:45.2211404Z,"2025-05-08 14:32:45,219 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T14:57:01.7954126Z,"2025-05-08 14:57:01,746 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-08T15:40:33.1660711Z,"2025-05-08 15:40:33,137 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-09T08:34:25.3355688Z,"2025-05-09 08:34:25,274 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-09T08:34:58.5513357Z,"2025-05-09 08:34:58,551 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-09T08:35:18.6456023Z,"2025-05-09 08:35:18,643 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-09T08:42:37.4484532Z,"2025-05-09 08:42:37,448 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-09T08:51:30.9488986Z,"2025-05-09 08:51:30,948 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-09T08:51:45.6634491Z,"2025-05-09 08:51:45,663 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-09T08:52:17.3069396Z,"2025-05-09 08:52:17,306 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-09T10:54:55.6905263Z,"2025-05-09 10:54:55,682 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-09T11:20:00.2278113Z,"2025-05-09 11:20:00,167 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-09T12:34:41.6797907Z,"2025-05-09 12:34:41,660 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-09T13:59:21.3949829Z,"2025-05-09 13:59:21,386 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-09T15:48:56.5414921Z,"2025-05-09 15:48:56,483 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-09T15:57:18.9292697Z,"2025-05-09 15:57:18,897 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-09T16:03:50.1511398Z,"2025-05-09 16:03:50,151 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-10T07:19:57.4707381Z,"2025-05-10 07:19:57,458 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-10T08:13:08.5855664Z,"2025-05-10 08:13:06,649 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-10T08:20:52.0413908Z,"2025-05-10 08:20:52,041 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-10T10:24:10.0652277Z,"2025-05-10 10:24:09,150 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-10T10:34:14.5003916Z,"2025-05-10 10:34:14,499 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-10T10:36:04.1848596Z,"2025-05-10 10:36:04,184 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-10T10:36:15.3439376Z,"2025-05-10 10:36:15,343 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-10T10:36:20.515746Z,"2025-05-10 10:36:20,496 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T06:34:18.1754199Z,"2025-05-12 06:34:18,158 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T06:54:42.9193511Z,"2025-05-12 06:54:42,883 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T07:07:45.5841896Z,"2025-05-12 07:07:45,583 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T07:08:35.9844448Z,"2025-05-12 07:08:35,984 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T07:14:58.4925868Z,"2025-05-12 07:14:58,492 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T07:15:40.6474724Z,"2025-05-12 07:15:40,647 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T07:32:03.4981394Z,"2025-05-12 07:32:03,427 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-12T07:32:59.7121355Z,"2025-05-12 07:32:59,711 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: default | Search Mode: "
2025-05-12T08:05:22.5874858Z,"2025-05-12 08:05:22,572 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T08:25:05.6147722Z,"2025-05-12 08:25:05,596 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T09:12:11.1914539Z,"2025-05-12 09:12:11,160 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T09:14:47.3251261Z,"2025-05-12 09:14:47,324 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T09:15:34.0357727Z,"2025-05-12 09:15:34,035 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T09:39:30.4732974Z,"2025-05-12 09:39:30,433 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T10:19:15.0567171Z,"2025-05-12 10:19:15,014 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T10:32:36.7135561Z,"2025-05-12 10:32:36,711 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T10:41:37.8415986Z,"2025-05-12 10:41:36,151 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T10:52:32.0547801Z,"2025-05-12 10:52:32,054 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T11:08:01.4672882Z,"2025-05-12 11:08:01,455 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T11:23:00.4870958Z,"2025-05-12 11:23:00,472 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T11:49:45.2640165Z,"2025-05-12 11:49:45,249 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T11:58:17.729719Z,"2025-05-12 11:58:17,692 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T12:10:07.4623293Z,"2025-05-12 12:10:07,453 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T12:16:36.9586833Z,"2025-05-12 12:16:36,950 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T12:20:37.0411019Z,"2025-05-12 12:20:37,037 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T12:27:45.3567967Z,"2025-05-12 12:27:45,356 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T13:42:10.2090326Z,"2025-05-12 13:42:10,185 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T13:53:09.5900995Z,"2025-05-12 13:53:09,530 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T13:59:55.1636158Z,"2025-05-12 13:59:55,163 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-12T14:00:36.534103Z,"2025-05-12 14:00:36,534 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-12T14:38:37.5076451Z,"2025-05-12 14:38:37,490 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T14:46:40.5112162Z,"2025-05-12 14:46:40,509 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T14:47:30.3311382Z,"2025-05-12 14:47:30,331 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-12T15:39:22.3237086Z,"2025-05-12 15:39:22,302 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T15:40:11.5382075Z,"2025-05-12 15:40:11,535 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T15:40:14.5289818Z,"2025-05-12 15:40:14,528 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T15:40:39.5556961Z,"2025-05-12 15:40:39,548 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T16:00:44.9103261Z,"2025-05-12 16:00:44,895 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T16:01:49.102442Z,"2025-05-12 16:01:49,094 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T16:02:26.9734242Z,"2025-05-12 16:02:26,110 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T16:04:08.0856769Z,"2025-05-12 16:04:07,084 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T16:05:00.8535285Z,"2025-05-12 16:05:00,853 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T16:05:38.0513006Z,"2025-05-12 16:05:38,049 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T16:06:00.5989261Z,"2025-05-12 16:06:00,598 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T16:07:04.0441686Z,"2025-05-12 16:07:04,039 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T16:08:08.3026869Z,"2025-05-12 16:08:08,297 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T17:11:00.8458879Z,"2025-05-12 17:11:00,804 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T17:12:21.1532576Z,"2025-05-12 17:12:21,153 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T17:13:33.921332Z,"2025-05-12 17:13:33,918 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T19:28:34.9550482Z,"2025-05-12 19:28:34,926 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T19:28:56.3402368Z,"2025-05-12 19:28:56,340 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T19:29:16.6948691Z,"2025-05-12 19:29:16,694 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T19:30:01.74107Z,"2025-05-12 19:30:01,740 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T19:31:26.9263538Z,"2025-05-12 19:31:26,924 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T19:31:42.3249638Z,"2025-05-12 19:31:42,324 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T19:32:56.1059432Z,"2025-05-12 19:32:56,104 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T19:33:51.125391Z,"2025-05-12 19:33:51,125 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T19:35:30.7040981Z,"2025-05-12 19:35:30,701 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T20:50:04.8729247Z,"2025-05-12 20:50:04,748 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-12T20:50:23.5817514Z,"2025-05-12 20:50:23,579 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-12T20:50:48.9971005Z,"2025-05-12 20:50:48,989 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T05:47:01.969791Z,"2025-05-13 05:47:01,927 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T05:47:34.5577879Z,"2025-05-13 05:47:34,557 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T05:59:30.1733952Z,"2025-05-13 05:59:28,133 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T06:14:31.0492139Z,"2025-05-13 06:14:31,035 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T06:15:03.7312142Z,"2025-05-13 06:15:03,730 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T06:42:22.908602Z,"2025-05-13 06:42:22,872 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T07:12:46.7796068Z,"2025-05-13 07:12:46,750 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T07:33:25.0290642Z,"2025-05-13 07:33:24,984 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T07:33:57.0151527Z,"2025-05-13 07:33:57,015 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T07:37:37.4654565Z,"2025-05-13 07:37:37,465 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-13T07:38:51.7795413Z,"2025-05-13 07:38:51,779 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T08:21:55.8399573Z,"2025-05-13 08:21:55,769 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T08:27:47.6562852Z,"2025-05-13 08:27:47,654 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T08:32:17.1081984Z,"2025-05-13 08:32:17,107 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T08:35:55.0991891Z,"2025-05-13 08:35:55,089 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T09:25:11.6713166Z,"2025-05-13 09:25:11,655 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T09:31:25.6352852Z,"2025-05-13 09:31:23,707 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T09:37:17.873395Z,"2025-05-13 09:37:17,865 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T10:07:10.105163Z,"2025-05-13 10:07:10,063 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T10:12:00.0466897Z,"2025-05-13 10:12:00,046 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T10:15:11.7272393Z,"2025-05-13 10:15:11,727 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T11:13:15.627594Z,"2025-05-13 11:13:15,609 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
