time,resultDescription
2025-05-13T11:16:26.2278396Z,"2025-05-13 11:16:26,227 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:16:32.0789767Z,"2025-05-13 11:16:32,068 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:20:26.065194Z,"2025-05-13 11:20:26,064 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:21:03.2756404Z,"2025-05-13 11:21:03,275 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:26:11.9861522Z,"2025-05-13 11:26:11,986 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:27:27.2558561Z,"2025-05-13 11:27:27,250 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:28:44.5667928Z,"2025-05-13 11:28:44,566 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:29:56.4953068Z,"2025-05-13 11:29:56,495 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:30:56.4962007Z,"2025-05-13 11:30:56,496 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:36:51.3939778Z,"2025-05-13 11:36:51,393 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:43:16.7273444Z,"2025-05-13 11:43:16,727 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:47:04.2803823Z,"2025-05-13 11:47:04,280 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:50:30.663365Z,"2025-05-13 11:50:30,663 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:56:54.0723141Z,"2025-05-13 11:56:54,066 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T11:58:05.4009557Z,"2025-05-13 11:58:05,392 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:00:56.3686458Z,"2025-05-13 12:00:56,368 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T12:01:22.4908159Z,"2025-05-13 12:01:22,490 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T12:03:02.0096406Z,"2025-05-13 12:03:02,009 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T12:04:31.5287254Z,"2025-05-13 12:04:31,528 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:05:04.3661636Z,"2025-05-13 12:05:04,364 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T12:05:31.2584141Z,"2025-05-13 12:05:31,258 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T12:05:32.9798064Z,"2025-05-13 12:05:32,979 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:05:48.6086523Z,"2025-05-13 12:05:48,608 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:06:36.1742716Z,"2025-05-13 12:06:36,174 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:07:30.2117619Z,"2025-05-13 12:07:30,211 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:08:49.4279029Z,"2025-05-13 12:08:49,427 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:11:48.4050781Z,"2025-05-13 12:11:48,396 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T12:12:41.859397Z,"2025-05-13 12:12:41,857 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T12:27:05.564101Z,"2025-05-13 12:27:05,547 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:28:16.4161079Z,"2025-05-13 12:28:16,411 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:28:21.7972312Z,"2025-05-13 12:28:21,795 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:30:12.20818Z,"2025-05-13 12:30:12,205 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:31:47.2616339Z,"2025-05-13 12:31:47,261 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T12:35:05.8933211Z,"2025-05-13 12:35:05,893 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:36:53.8565542Z,"2025-05-13 12:36:53,856 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:37:44.4542962Z,"2025-05-13 12:37:44,454 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:40:00.0904798Z,"2025-05-13 12:40:00,072 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:46:43.8241434Z,"2025-05-13 12:46:43,820 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:48:47.6608666Z,"2025-05-13 12:48:47,660 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T12:57:59.9817052Z,"2025-05-13 12:57:59,977 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T13:00:16.6605387Z,"2025-05-13 13:00:16,653 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T13:01:01.709946Z,"2025-05-13 13:01:01,689 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T13:04:28.2972221Z,"2025-05-13 13:04:28,294 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T13:14:38.7508193Z,"2025-05-13 13:14:38,746 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T13:36:32.8014497Z,"2025-05-13 13:36:32,762 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T13:39:44.5742991Z,"2025-05-13 13:39:44,574 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T13:40:41.4087552Z,"2025-05-13 13:40:41,408 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T13:55:17.6446684Z,"2025-05-13 13:55:17,616 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:11:04.7122775Z,"2025-05-13 14:11:04,700 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:11:15.0739686Z,"2025-05-13 14:11:15,064 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:17:01.5343573Z,"2025-05-13 14:17:01,534 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:19:02.2465009Z,"2025-05-13 14:19:02,241 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:22:03.6263643Z,"2025-05-13 14:22:03,465 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T14:22:18.753825Z,"2025-05-13 14:22:18,753 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T14:23:13.404889Z,"2025-05-13 14:23:13,399 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T14:24:10.209643Z,"2025-05-13 14:24:10,209 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T14:25:30.7933843Z,"2025-05-13 14:25:30,793 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:28:03.1232913Z,"2025-05-13 14:28:03,123 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:30:21.5947503Z,"2025-05-13 14:30:21,584 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:31:57.4668258Z,"2025-05-13 14:31:57,466 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:35:44.650421Z,"2025-05-13 14:35:44,650 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T14:41:42.2771099Z,"2025-05-13 14:41:42,272 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:42:57.2937675Z,"2025-05-13 14:42:57,195 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:46:33.7156497Z,"2025-05-13 14:46:33,709 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T14:50:26.5928914Z,"2025-05-13 14:50:26,592 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:50:35.3407327Z,"2025-05-13 14:50:35,340 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:50:51.0812209Z,"2025-05-13 14:50:51,080 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T14:50:58.7697455Z,"2025-05-13 14:50:58,758 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-13T15:00:12.9240886Z,"2025-05-13 15:00:12,896 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-13T15:09:08.5483823Z,"2025-05-13 15:09:08,548 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T15:11:05.1399514Z,"2025-05-13 15:11:05,129 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T15:48:19.7441879Z,"2025-05-13 15:48:19,672 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-13T17:30:01.4700605Z,"2025-05-13 17:30:01,390 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-13T17:32:48.0748058Z,"2025-05-13 17:32:48,074 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: default | Search Mode: "
2025-05-13T17:34:32.3326498Z,"2025-05-13 17:34:32,325 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: default | Search Mode: "
2025-05-13T17:42:30.6987834Z,"2025-05-13 17:42:30,694 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-13T17:44:11.0906743Z,"2025-05-13 17:44:11,090 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-13T17:45:59.7124134Z,"2025-05-13 17:45:59,712 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T05:31:18.6844073Z,"2025-05-14 05:31:18,674 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T05:31:42.9079698Z,"2025-05-14 05:31:42,907 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T05:32:03.0352614Z,"2025-05-14 05:32:03,035 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T05:33:12.7521163Z,"2025-05-14 05:33:12,751 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T06:14:47.5795195Z,"2025-05-14 06:14:47,570 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T06:22:22.0818335Z,"2025-05-14 06:22:22,061 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T06:23:03.5912964Z,"2025-05-14 06:23:03,591 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T06:23:53.6755207Z,"2025-05-14 06:23:53,675 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T06:24:24.3869089Z,"2025-05-14 06:24:24,364 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T06:42:23.7426143Z,"2025-05-14 06:42:23,683 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T06:45:50.1094626Z,"2025-05-14 06:45:50,109 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T06:52:40.6371376Z,"2025-05-14 06:52:40,636 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T06:53:19.636033Z,"2025-05-14 06:53:19,625 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T07:15:14.0964018Z,"2025-05-14 07:15:14,051 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T07:15:54.2594556Z,"2025-05-14 07:15:54,257 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T07:32:33.8699874Z,"2025-05-14 07:32:33,865 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T07:33:11.7079402Z,"2025-05-14 07:33:11,707 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T08:35:03.6827195Z,"2025-05-14 08:35:03,567 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-14T08:40:43.9897542Z,"2025-05-14 08:40:43,980 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T09:00:25.3086434Z,"2025-05-14 09:00:25,279 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T09:00:52.0547515Z,"2025-05-14 09:00:52,054 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T09:11:54.7433605Z,"2025-05-14 09:11:54,743 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T09:13:21.6318957Z,"2025-05-14 09:13:21,616 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T09:15:01.3524925Z,"2025-05-14 09:15:01,351 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T09:16:05.7424304Z,"2025-05-14 09:16:05,732 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T09:30:26.3344468Z,"2025-05-14 09:30:26,274 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T09:31:51.9090466Z,"2025-05-14 09:31:51,905 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T09:32:12.7400884Z,"2025-05-14 09:32:12,730 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T09:50:30.3822712Z,"2025-05-14 09:50:30,346 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T09:51:23.6691725Z,"2025-05-14 09:51:23,668 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T09:51:44.9917835Z,"2025-05-14 09:51:44,991 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T10:20:35.706578Z,"2025-05-14 10:20:35,654 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T10:20:58.230357Z,"2025-05-14 10:20:58,228 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T10:25:09.5939855Z,"2025-05-14 10:25:09,593 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-05-14T10:31:06.6484691Z,"2025-05-14 10:31:06,648 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T10:34:00.5985261Z,"2025-05-14 10:34:00,598 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T10:34:17.5195Z,"2025-05-14 10:34:17,519 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T10:43:33.6296064Z,"2025-05-14 10:43:33,621 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T11:17:08.3640359Z,"2025-05-14 11:17:07,115 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T11:17:43.0662836Z,"2025-05-14 11:17:43,066 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T11:29:21.0014069Z,"2025-05-14 11:29:21,001 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T11:31:13.8381378Z,"2025-05-14 11:31:13,837 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T11:33:57.6856268Z,"2025-05-14 11:33:57,684 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T11:39:01.1305146Z,"2025-05-14 11:39:01,123 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T11:39:34.3761244Z,"2025-05-14 11:39:34,376 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T11:48:46.3717306Z,"2025-05-14 11:48:46,322 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T11:55:06.8834713Z,"2025-05-14 11:55:06,865 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T11:59:11.2699735Z,"2025-05-14 11:59:11,269 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T12:01:32.3156488Z,"2025-05-14 12:01:32,315 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T12:02:11.1525659Z,"2025-05-14 12:02:09,936 - INFO - src.routes.routes - Model: gpt-4o | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T12:09:50.8090591Z,"2025-05-14 12:09:50,808 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T12:11:01.5874413Z,"2025-05-14 12:11:01,518 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T12:30:49.031724Z,"2025-05-14 12:30:48,949 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T13:30:08.2478274Z,"2025-05-14 13:30:08,187 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T13:36:03.9540726Z,"2025-05-14 13:36:03,942 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T13:49:17.9565623Z,"2025-05-14 13:49:17,920 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T13:49:33.5068592Z,"2025-05-14 13:49:33,506 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T14:31:53.176486Z,"2025-05-14 14:31:53,151 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T14:33:44.7888553Z,"2025-05-14 14:33:44,788 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T14:47:34.1186691Z,"2025-05-14 14:47:34,118 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T14:49:52.4340252Z,"2025-05-14 14:49:52,433 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T14:49:59.1709006Z,"2025-05-14 14:49:59,170 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T14:50:37.3067739Z,"2025-05-14 14:50:37,298 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T14:51:19.6469425Z,"2025-05-14 14:51:19,637 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-14T15:08:24.3074159Z,"2025-05-14 15:08:24,237 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T15:08:44.4081417Z,"2025-05-14 15:08:44,408 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-14T16:50:10.7802Z,"2025-05-14 16:50:10,713 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-14T20:54:34.6727833Z,"2025-05-14 20:54:34,631 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-05-15T06:11:33.8936435Z,"2025-05-15 06:11:33,893 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-15T06:15:16.7648079Z,"2025-05-15 06:15:16,764 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: internet"
2025-05-15T06:32:02.9603982Z,"2025-05-15 06:32:02,951 - INFO - src.routes.routes - Model: gpt-4o | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-05-15T06:40:41.001899Z,"2025-05-15 06:40:41,000 - INFO - src.routes.routes - Model: gpt-4.1-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
